# spin-wave spectrum computed from ComputeSpinWave.java code
# computed at : 2015/01/23 18:00:19
# check out https://github.com/Eunsong/SpinDynamicsSimulator for most recent updates
#      k     omega  S[k][w]
  0.2692    2.4500  1.808e+01
  0.2692    2.5000  1.223e+01
  0.2692    2.5500  8.786e+00
  0.2692    2.6000  6.681e+00
  0.2692    2.6500  5.310e+00
  0.2692    2.7000  4.388e+00
  0.2692    2.7500  3.748e+00
  0.2692    2.8000  3.278e+00
  0.2692    2.8500  2.916e+00
  0.2692    2.9000  2.636e+00
  0.2692    2.9500  2.400e+00
  0.2692    3.0000  2.214e+00
  0.2692    3.0500  2.032e+00
  0.2692    3.1000  1.901e+00
  0.2692    3.1500  1.861e+00
  0.2692    3.2000  1.738e+00
  0.2692    3.2500  1.496e+00
  0.2692    3.3000  1.385e+00
  0.2692    3.3500  1.381e+00
  0.2692    3.4000  1.586e+00
  0.2692    3.4500  1.853e+00
  0.2692    3.5000  2.201e+00
  0.2692    3.5500  2.693e+00
  0.2692    3.6000  3.388e+00
  0.2692    3.6500  4.552e+00
  0.2692    3.7000  6.463e+00
  0.2692    3.7500  9.765e+00
  0.2692    3.8000  1.624e+01
  0.2692    3.8500  2.974e+01
  0.2692    3.9000  5.274e+01
  0.2692    3.9500  5.962e+01
  0.2692    4.0000  3.808e+01
  0.2692    4.0500  2.125e+01
  0.2692    4.1000  1.286e+01
  0.2692    4.1500  8.563e+00
  0.2692    4.2000  6.142e+00
  0.2692    4.2500  4.663e+00
  0.2692    4.3000  3.694e+00
  0.2692    4.3500  3.027e+00
  0.2692    4.4000  2.557e+00
  0.2692    4.4500  2.221e+00
  0.2692    4.5000  1.962e+00
  0.2692    4.5500  1.753e+00
  0.2692    4.6000  1.584e+00
  0.2692    4.6500  1.451e+00
  0.2692    4.7000  1.348e+00
  0.2692    4.7500  1.262e+00
  0.2692    4.8000  1.185e+00
  0.2692    4.8500  1.124e+00
  0.2692    4.9000  1.061e+00
  0.2692    4.9500  1.014e+00
  0.2692    5.0000  0.000e+00

  0.3077    0.0000  6.004e-01
  0.3077    0.0500  5.953e-01
  0.3077    0.1000  5.881e-01
  0.3077    0.1500  5.869e-01
  0.3077    0.2000  5.886e-01
  0.3077    0.2500  5.950e-01
  0.3077    0.3000  5.940e-01
  0.3077    0.3500  5.858e-01
  0.3077    0.4000  5.895e-01
  0.3077    0.4500  6.000e-01
  0.3077    0.5000  6.079e-01
  0.3077    0.5500  6.174e-01
  0.3077    0.6000  6.189e-01
  0.3077    0.6500  6.200e-01
  0.3077    0.7000  6.167e-01
  0.3077    0.7500  6.215e-01
  0.3077    0.8000  6.145e-01
  0.3077    0.8500  6.192e-01
  0.3077    0.9000  6.198e-01
  0.3077    0.9500  6.252e-01
  0.3077    1.0000  6.343e-01
  0.3077    1.0500  6.418e-01
  0.3077    1.1000  6.436e-01
  0.3077    1.1500  6.409e-01
  0.3077    1.2000  6.517e-01
  0.3077    1.2500  6.679e-01
  0.3077    1.3000  6.749e-01
  0.3077    1.3500  6.889e-01
  0.3077    1.4000  7.234e-01
  0.3077    1.4500  7.519e-01
  0.3077    1.5000  7.849e-01
  0.3077    1.5500  8.111e-01
  0.3077    1.6000  8.478e-01
  0.3077    1.6500  8.849e-01
  0.3077    1.7000  9.262e-01
  0.3077    1.7500  9.888e-01
  0.3077    1.8000  1.074e+00
  0.3077    1.8500  1.172e+00
  0.3077    1.9000  1.302e+00
  0.3077    1.9500  1.448e+00
  0.3077    2.0000  1.640e+00
  0.3077    2.0500  1.882e+00
  0.3077    2.1000  2.233e+00
  0.3077    2.1500  2.734e+00
  0.3077    2.2000  3.452e+00
  0.3077    2.2500  4.527e+00
  0.3077    2.3000  6.182e+00
  0.3077    2.3500  8.951e+00
  0.3077    2.4000  1.398e+01
  0.3077    2.4500  2.324e+01
  0.3077    2.5000  3.713e+01
  0.3077    2.5500  4.610e+01
  0.3077    2.6000  4.374e+01
  0.3077    2.6500  3.187e+01
  0.3077    2.7000  2.044e+01
  0.3077    2.7500  1.349e+01
  0.3077    2.8000  9.491e+00
  0.3077    2.8500  7.103e+00
  0.3077    2.9000  5.590e+00
  0.3077    2.9500  4.571e+00
  0.3077    3.0000  3.854e+00
  0.3077    3.0500  3.332e+00
  0.3077    3.1000  2.945e+00
  0.3077    3.1500  2.666e+00
  0.3077    3.2000  2.451e+00
  0.3077    3.2500  2.263e+00
  0.3077    3.3000  2.148e+00
  0.3077    3.3500  2.029e+00
  0.3077    3.4000  1.793e+00
  0.3077    3.4500  2.070e+00
  0.3077    3.5000  2.524e+00
  0.3077    3.5500  3.312e+00
  0.3077    3.6000  4.425e+00
  0.3077    3.6500  6.182e+00
  0.3077    3.7000  9.290e+00
  0.3077    3.7500  1.519e+01
  0.3077    3.8000  2.738e+01
  0.3077    3.8500  4.920e+01
  0.3077    3.9000  6.032e+01
  0.3077    3.9500  4.165e+01
  0.3077    4.0000  2.340e+01
  0.3077    4.0500  1.378e+01
  0.3077    4.1000  8.997e+00
  0.3077    4.1500  6.377e+00
  0.3077    4.2000  4.811e+00
  0.3077    4.2500  3.784e+00
  0.3077    4.3000  3.081e+00
  0.3077    4.3500  2.591e+00
  0.3077    4.4000  2.226e+00
  0.3077    4.4500  1.958e+00
  0.3077    4.5000  1.753e+00
  0.3077    4.5500  1.589e+00
  0.3077    4.6000  1.459e+00
  0.3077    4.6500  1.347e+00
  0.3077    4.7000  1.261e+00
  0.3077    4.7500  1.188e+00
  0.3077    4.8000  1.117e+00
  0.3077    4.8500  1.064e+00
  0.3077    4.9000  1.013e+00
  0.3077    4.9500  9.691e-01
  0.3077    5.0000  0.000e+00

  0.3462    0.0000  5.902e-01
  0.3462    0.0500  5.878e-01
  0.3462    0.1000  5.770e-01
  0.3462    0.1500  5.785e-01
  0.3462    0.2000  5.817e-01
  0.3462    0.2500  5.804e-01
  0.3462    0.3000  5.895e-01
  0.3462    0.3500  5.821e-01
  0.3462    0.4000  5.824e-01
  0.3462    0.4500  5.878e-01
  0.3462    0.5000  5.970e-01
  0.3462    0.5500  6.031e-01
  0.3462    0.6000  6.025e-01
  0.3462    0.6500  5.984e-01
  0.3462    0.7000  6.030e-01
  0.3462    0.7500  6.079e-01
  0.3462    0.8000  6.029e-01
  0.3462    0.8500  5.980e-01
  0.3462    0.9000  6.048e-01
  0.3462    0.9500  6.043e-01
  0.3462    1.0000  6.033e-01
  0.3462    1.0500  6.040e-01
  0.3462    1.1000  6.025e-01
  0.3462    1.1500  6.159e-01
  0.3462    1.2000  6.252e-01
  0.3462    1.2500  6.359e-01
  0.3462    1.3000  6.475e-01
  0.3462    1.3500  6.520e-01
  0.3462    1.4000  6.578e-01
  0.3462    1.4500  6.709e-01
  0.3462    1.5000  6.888e-01
  0.3462    1.5500  7.007e-01
  0.3462    1.6000  7.072e-01
  0.3462    1.6500  7.081e-01
  0.3462    1.7000  7.401e-01
  0.3462    1.7500  7.873e-01
  0.3462    1.8000  8.090e-01
  0.3462    1.8500  8.393e-01
  0.3462    1.9000  8.853e-01
  0.3462    1.9500  9.411e-01
  0.3462    2.0000  1.012e+00
  0.3462    2.0500  1.102e+00
  0.3462    2.1000  1.210e+00
  0.3462    2.1500  1.340e+00
  0.3462    2.2000  1.492e+00
  0.3462    2.2500  1.685e+00
  0.3462    2.3000  1.950e+00
  0.3462    2.3500  2.308e+00
  0.3462    2.4000  2.818e+00
  0.3462    2.4500  3.545e+00
  0.3462    2.5000  4.641e+00
  0.3462    2.5500  6.370e+00
  0.3462    2.6000  9.318e+00
  0.3462    2.6500  1.480e+01
  0.3462    2.7000  2.499e+01
  0.3462    2.7500  3.942e+01
  0.3462    2.8000  4.714e+01
  0.3462    2.8500  4.309e+01
  0.3462    2.9000  3.010e+01
  0.3462    2.9500  1.904e+01
  0.3462    3.0000  1.258e+01
  0.3462    3.0500  8.927e+00
  0.3462    3.1000  6.758e+00
  0.3462    3.1500  5.365e+00
  0.3462    3.2000  4.426e+00
  0.3462    3.2500  3.768e+00
  0.3462    3.3000  3.301e+00
  0.3462    3.3500  2.954e+00
  0.3462    3.4000  2.657e+00
  0.3462    3.4500  2.821e+00
  0.3462    3.5000  3.529e+00
  0.3462    3.5500  4.668e+00
  0.3462    3.6000  6.603e+00
  0.3462    3.6500  1.012e+01
  0.3462    3.7000  1.699e+01
  0.3462    3.7500  3.098e+01
  0.3462    3.8000  5.283e+01
  0.3462    3.8500  5.753e+01
  0.3462    3.9000  3.798e+01
  0.3462    3.9500  2.186e+01
  0.3462    4.0000  1.304e+01
  0.3462    4.0500  8.400e+00
  0.3462    4.1000  5.943e+00
  0.3462    4.1500  4.507e+00
  0.3462    4.2000  3.573e+00
  0.3462    4.2500  2.925e+00
  0.3462    4.3000  2.470e+00
  0.3462    4.3500  2.137e+00
  0.3462    4.4000  1.886e+00
  0.3462    4.4500  1.696e+00
  0.3462    4.5000  1.543e+00
  0.3462    4.5500  1.420e+00
  0.3462    4.6000  1.315e+00
  0.3462    4.6500  1.225e+00
  0.3462    4.7000  1.155e+00
  0.3462    4.7500  1.094e+00
  0.3462    4.8000  1.045e+00
  0.3462    4.8500  9.961e-01
  0.3462    4.9000  9.562e-01
  0.3462    4.9500  9.156e-01
  0.3462    5.0000  0.000e+00

  0.3846    0.0000  5.810e-01
  0.3846    0.0500  5.737e-01
  0.3846    0.1000  5.758e-01
  0.3846    0.1500  5.695e-01
  0.3846    0.2000  5.740e-01
  0.3846    0.2500  5.810e-01
  0.3846    0.3000  5.805e-01
  0.3846    0.3500  5.783e-01
  0.3846    0.4000  5.745e-01
  0.3846    0.4500  5.812e-01
  0.3846    0.5000  5.851e-01
  0.3846    0.5500  5.909e-01
  0.3846    0.6000  5.957e-01
  0.3846    0.6500  5.976e-01
  0.3846    0.7000  5.914e-01
  0.3846    0.7500  5.842e-01
  0.3846    0.8000  5.850e-01
  0.3846    0.8500  5.898e-01
  0.3846    0.9000  5.925e-01
  0.3846    0.9500  5.913e-01
  0.3846    1.0000  5.955e-01
  0.3846    1.0500  5.966e-01
  0.3846    1.1000  5.946e-01
  0.3846    1.1500  5.911e-01
  0.3846    1.2000  5.948e-01
  0.3846    1.2500  6.099e-01
  0.3846    1.3000  6.191e-01
  0.3846    1.3500  6.229e-01
  0.3846    1.4000  6.279e-01
  0.3846    1.4500  6.332e-01
  0.3846    1.5000  6.349e-01
  0.3846    1.5500  6.412e-01
  0.3846    1.6000  6.487e-01
  0.3846    1.6500  6.612e-01
  0.3846    1.7000  6.721e-01
  0.3846    1.7500  6.790e-01
  0.3846    1.8000  6.895e-01
  0.3846    1.8500  7.218e-01
  0.3846    1.9000  7.455e-01
  0.3846    1.9500  7.583e-01
  0.3846    2.0000  8.028e-01
  0.3846    2.0500  8.750e-01
  0.3846    2.1000  9.333e-01
  0.3846    2.1500  9.810e-01
  0.3846    2.2000  1.035e+00
  0.3846    2.2500  1.100e+00
  0.3846    2.3000  1.167e+00
  0.3846    2.3500  1.256e+00
  0.3846    2.4000  1.388e+00
  0.3846    2.4500  1.553e+00
  0.3846    2.5000  1.774e+00
  0.3846    2.5500  2.078e+00
  0.3846    2.6000  2.507e+00
  0.3846    2.6500  3.137e+00
  0.3846    2.7000  4.060e+00
  0.3846    2.7500  5.510e+00
  0.3846    2.8000  7.874e+00
  0.3846    2.8500  1.211e+01
  0.3846    2.9000  2.025e+01
  0.3846    2.9500  3.421e+01
  0.3846    3.0000  4.675e+01
  0.3846    3.0500  4.719e+01
  0.3846    3.1000  3.566e+01
  0.3846    3.1500  2.252e+01
  0.3846    3.2000  1.440e+01
  0.3846    3.2500  9.919e+00
  0.3846    3.3000  7.321e+00
  0.3846    3.3500  5.722e+00
  0.3846    3.4000  4.691e+00
  0.3846    3.4500  4.181e+00
  0.3846    3.5000  5.764e+00
  0.3846    3.5500  8.474e+00
  0.3846    3.6000  1.360e+01
  0.3846    3.6500  2.389e+01
  0.3846    3.7000  4.282e+01
  0.3846    3.7500  5.803e+01
  0.3846    3.8000  4.707e+01
  0.3846    3.8500  2.835e+01
  0.3846    3.9000  1.706e+01
  0.3846    3.9500  1.089e+01
  0.3846    4.0000  7.134e+00
  0.3846    4.0500  4.969e+00
  0.3846    4.1000  3.804e+00
  0.3846    4.1500  3.082e+00
  0.3846    4.2000  2.587e+00
  0.3846    4.2500  2.216e+00
  0.3846    4.3000  1.932e+00
  0.3846    4.3500  1.719e+00
  0.3846    4.4000  1.562e+00
  0.3846    4.4500  1.428e+00
  0.3846    4.5000  1.327e+00
  0.3846    4.5500  1.238e+00
  0.3846    4.6000  1.162e+00
  0.3846    4.6500  1.102e+00
  0.3846    4.7000  1.043e+00
  0.3846    4.7500  1.000e+00
  0.3846    4.8000  9.606e-01
  0.3846    4.8500  9.274e-01
  0.3846    4.9000  8.917e-01
  0.3846    4.9500  8.613e-01
  0.3846    5.0000  0.000e+00

  0.4231    0.0000  5.704e-01
  0.4231    0.0500  5.725e-01
  0.4231    0.1000  5.686e-01
  0.4231    0.1500  5.648e-01
  0.4231    0.2000  5.689e-01
  0.4231    0.2500  5.685e-01
  0.4231    0.3000  5.729e-01
  0.4231    0.3500  5.672e-01
  0.4231    0.4000  5.731e-01
  0.4231    0.4500  5.732e-01
  0.4231    0.5000  5.726e-01
  0.4231    0.5500  5.803e-01
  0.4231    0.6000  5.801e-01
  0.4231    0.6500  5.849e-01
  0.4231    0.7000  5.726e-01
  0.4231    0.7500  5.744e-01
  0.4231    0.8000  5.834e-01
  0.4231    0.8500  5.881e-01
  0.4231    0.9000  5.967e-01
  0.4231    0.9500  5.970e-01
  0.4231    1.0000  5.966e-01
  0.4231    1.0500  5.895e-01
  0.4231    1.1000  5.869e-01
  0.4231    1.1500  5.884e-01
  0.4231    1.2000  5.957e-01
  0.4231    1.2500  5.914e-01
  0.4231    1.3000  5.938e-01
  0.4231    1.3500  5.924e-01
  0.4231    1.4000  5.882e-01
  0.4231    1.4500  5.914e-01
  0.4231    1.5000  6.027e-01
  0.4231    1.5500  6.198e-01
  0.4231    1.6000  6.253e-01
  0.4231    1.6500  6.358e-01
  0.4231    1.7000  6.442e-01
  0.4231    1.7500  6.664e-01
  0.4231    1.8000  6.783e-01
  0.4231    1.8500  6.837e-01
  0.4231    1.9000  7.042e-01
  0.4231    1.9500  7.239e-01
  0.4231    2.0000  7.373e-01
  0.4231    2.0500  7.457e-01
  0.4231    2.1000  7.517e-01
  0.4231    2.1500  7.652e-01
  0.4231    2.2000  7.755e-01
  0.4231    2.2500  7.978e-01
  0.4231    2.3000  8.806e-01
  0.4231    2.3500  9.650e-01
  0.4231    2.4000  1.016e+00
  0.4231    2.4500  1.079e+00
  0.4231    2.5000  1.165e+00
  0.4231    2.5500  1.268e+00
  0.4231    2.6000  1.404e+00
  0.4231    2.6500  1.581e+00
  0.4231    2.7000  1.814e+00
  0.4231    2.7500  2.133e+00
  0.4231    2.8000  2.572e+00
  0.4231    2.8500  3.201e+00
  0.4231    2.9000  4.142e+00
  0.4231    2.9500  5.622e+00
  0.4231    3.0000  8.070e+00
  0.4231    3.0500  1.252e+01
  0.4231    3.1000  2.127e+01
  0.4231    3.1500  3.625e+01
  0.4231    3.2000  4.895e+01
  0.4231    3.2500  4.768e+01
  0.4231    3.3000  3.403e+01
  0.4231    3.3500  2.105e+01
  0.4231    3.4000  1.361e+01
  0.4231    3.4500  9.558e+00
  0.4231    3.5000  1.362e+01
  0.4231    3.5500  2.381e+01
  0.4231    3.6000  4.205e+01
  0.4231    3.6500  5.614e+01
  0.4231    3.7000  4.719e+01
  0.4231    3.7500  2.898e+01
  0.4231    3.8000  1.754e+01
  0.4231    3.8500  1.155e+01
  0.4231    3.9000  8.156e+00
  0.4231    3.9500  5.817e+00
  0.4231    4.0000  4.057e+00
  0.4231    4.0500  2.968e+00
  0.4231    4.1000  2.426e+00
  0.4231    4.1500  2.085e+00
  0.4231    4.2000  1.837e+00
  0.4231    4.2500  1.646e+00
  0.4231    4.3000  1.486e+00
  0.4231    4.3500  1.359e+00
  0.4231    4.4000  1.260e+00
  0.4231    4.4500  1.190e+00
  0.4231    4.5000  1.126e+00
  0.4231    4.5500  1.069e+00
  0.4231    4.6000  1.020e+00
  0.4231    4.6500  9.722e-01
  0.4231    4.7000  9.383e-01
  0.4231    4.7500  9.093e-01
  0.4231    4.8000  8.724e-01
  0.4231    4.8500  8.450e-01
  0.4231    4.9000  8.262e-01
  0.4231    4.9500  7.980e-01
  0.4231    5.0000  0.000e+00

  0.4615    0.0000  5.699e-01
  0.4615    0.0500  5.628e-01
  0.4615    0.1000  5.623e-01
  0.4615    0.1500  5.605e-01
  0.4615    0.2000  5.585e-01
  0.4615    0.2500  5.639e-01
  0.4615    0.3000  5.641e-01
  0.4615    0.3500  5.624e-01
  0.4615    0.4000  5.644e-01
  0.4615    0.4500  5.635e-01
  0.4615    0.5000  5.688e-01
  0.4615    0.5500  5.713e-01
  0.4615    0.6000  5.753e-01
  0.4615    0.6500  5.758e-01
  0.4615    0.7000  5.784e-01
  0.4615    0.7500  5.770e-01
  0.4615    0.8000  5.735e-01
  0.4615    0.8500  5.765e-01
  0.4615    0.9000  5.756e-01
  0.4615    0.9500  5.781e-01
  0.4615    1.0000  5.793e-01
  0.4615    1.0500  5.841e-01
  0.4615    1.1000  5.807e-01
  0.4615    1.1500  5.868e-01
  0.4615    1.2000  5.966e-01
  0.4615    1.2500  5.978e-01
  0.4615    1.3000  6.026e-01
  0.4615    1.3500  5.994e-01
  0.4615    1.4000  5.945e-01
  0.4615    1.4500  6.044e-01
  0.4615    1.5000  6.126e-01
  0.4615    1.5500  6.168e-01
  0.4615    1.6000  6.261e-01
  0.4615    1.6500  6.257e-01
  0.4615    1.7000  6.186e-01
  0.4615    1.7500  6.190e-01
  0.4615    1.8000  6.226e-01
  0.4615    1.8500  6.302e-01
  0.4615    1.9000  6.476e-01
  0.4615    1.9500  6.527e-01
  0.4615    2.0000  6.613e-01
  0.4615    2.0500  6.710e-01
  0.4615    2.1000  6.806e-01
  0.4615    2.1500  6.981e-01
  0.4615    2.2000  7.421e-01
  0.4615    2.2500  7.724e-01
  0.4615    2.3000  7.998e-01
  0.4615    2.3500  8.168e-01
  0.4615    2.4000  8.406e-01
  0.4615    2.4500  8.700e-01
  0.4615    2.5000  8.767e-01
  0.4615    2.5500  9.597e-01
  0.4615    2.6000  1.107e+00
  0.4615    2.6500  1.194e+00
  0.4615    2.7000  1.279e+00
  0.4615    2.7500  1.367e+00
  0.4615    2.8000  1.481e+00
  0.4615    2.8500  1.660e+00
  0.4615    2.9000  1.924e+00
  0.4615    2.9500  2.297e+00
  0.4615    3.0000  2.846e+00
  0.4615    3.0500  3.638e+00
  0.4615    3.1000  4.865e+00
  0.4615    3.1500  6.833e+00
  0.4615    3.2000  1.030e+01
  0.4615    3.2500  1.694e+01
  0.4615    3.3000  2.966e+01
  0.4615    3.3500  4.655e+01
  0.4615    3.4000  5.190e+01
  0.4615    3.4500  4.072e+01
  0.4615    3.5000  4.895e+01
  0.4615    3.5500  5.323e+01
  0.4615    3.6000  3.904e+01
  0.4615    3.6500  2.356e+01
  0.4615    3.7000  1.477e+01
  0.4615    3.7500  1.010e+01
  0.4615    3.8000  7.425e+00
  0.4615    3.8500  5.716e+00
  0.4615    3.9000  4.420e+00
  0.4615    3.9500  3.412e+00
  0.4615    4.0000  2.442e+00
  0.4615    4.0500  1.791e+00
  0.4615    4.1000  1.544e+00
  0.4615    4.1500  1.414e+00
  0.4615    4.2000  1.314e+00
  0.4615    4.2500  1.219e+00
  0.4615    4.3000  1.138e+00
  0.4615    4.3500  1.073e+00
  0.4615    4.4000  1.022e+00
  0.4615    4.4500  9.806e-01
  0.4615    4.5000  9.474e-01
  0.4615    4.5500  9.192e-01
  0.4615    4.6000  8.919e-01
  0.4615    4.6500  8.609e-01
  0.4615    4.7000  8.403e-01
  0.4615    4.7500  8.208e-01
  0.4615    4.8000  7.942e-01
  0.4615    4.8500  7.766e-01
  0.4615    4.9000  7.613e-01
  0.4615    4.9500  7.395e-01
  0.4615    5.0000  0.000e+00

  0.5000    0.0000  5.699e-01
  0.5000    0.0500  5.628e-01
  0.5000    0.1000  5.623e-01
  0.5000    0.1500  5.605e-01
  0.5000    0.2000  5.585e-01
  0.5000    0.2500  5.639e-01
  0.5000    0.3000  5.641e-01
  0.5000    0.3500  5.624e-01
  0.5000    0.4000  5.644e-01
  0.5000    0.4500  5.635e-01
  0.5000    0.5000  5.688e-01
  0.5000    0.5500  5.713e-01
  0.5000    0.6000  5.753e-01
  0.5000    0.6500  5.758e-01
  0.5000    0.7000  5.784e-01
  0.5000    0.7500  5.770e-01
  0.5000    0.8000  5.735e-01
  0.5000    0.8500  5.765e-01
  0.5000    0.9000  5.756e-01
  0.5000    0.9500  5.781e-01
  0.5000    1.0000  5.793e-01
  0.5000    1.0500  5.841e-01
  0.5000    1.1000  5.807e-01
  0.5000    1.1500  5.868e-01
  0.5000    1.2000  5.966e-01
  0.5000    1.2500  5.978e-01
  0.5000    1.3000  6.026e-01
  0.5000    1.3500  5.994e-01
  0.5000    1.4000  5.945e-01
  0.5000    1.4500  6.044e-01
  0.5000    1.5000  6.126e-01
  0.5000    1.5500  6.168e-01
  0.5000    1.6000  6.261e-01
  0.5000    1.6500  6.257e-01
  0.5000    1.7000  6.186e-01
  0.5000    1.7500  6.190e-01
  0.5000    1.8000  6.226e-01
  0.5000    1.8500  6.302e-01
  0.5000    1.9000  6.476e-01
  0.5000    1.9500  6.527e-01
  0.5000    2.0000  6.613e-01
  0.5000    2.0500  6.710e-01
  0.5000    2.1000  6.806e-01
  0.5000    2.1500  6.981e-01
  0.5000    2.2000  7.421e-01
  0.5000    2.2500  7.724e-01
  0.5000    2.3000  7.998e-01
  0.5000    2.3500  8.168e-01
  0.5000    2.4000  8.406e-01
  0.5000    2.4500  8.700e-01
  0.5000    2.5000  8.767e-01
  0.5000    2.5500  9.597e-01
  0.5000    2.6000  1.107e+00
  0.5000    2.6500  1.194e+00
  0.5000    2.7000  1.279e+00
  0.5000    2.7500  1.367e+00
  0.5000    2.8000  1.481e+00
  0.5000    2.8500  1.660e+00
  0.5000    2.9000  1.924e+00
  0.5000    2.9500  2.297e+00
  0.5000    3.0000  2.846e+00
  0.5000    3.0500  3.638e+00
  0.5000    3.1000  4.865e+00
  0.5000    3.1500  6.833e+00
  0.5000    3.2000  1.030e+01
  0.5000    3.2500  1.694e+01
  0.5000    3.3000  2.966e+01
  0.5000    3.3500  4.655e+01
  0.5000    3.4000  5.190e+01
  0.5000    3.4500  4.072e+01
  0.5000    3.5000  4.895e+01
  0.5000    3.5500  5.323e+01
  0.5000    3.6000  3.904e+01
  0.5000    3.6500  2.356e+01
  0.5000    3.7000  1.477e+01
  0.5000    3.7500  1.010e+01
  0.5000    3.8000  7.425e+00
  0.5000    3.8500  5.716e+00
  0.5000    3.9000  4.420e+00
  0.5000    3.9500  3.412e+00
  0.5000    4.0000  2.442e+00
  0.5000    4.0500  1.791e+00
  0.5000    4.1000  1.544e+00
  0.5000    4.1500  1.414e+00
  0.5000    4.2000  1.314e+00
  0.5000    4.2500  1.219e+00
  0.5000    4.3000  1.138e+00
  0.5000    4.3500  1.073e+00
  0.5000    4.4000  1.022e+00
  0.5000    4.4500  9.806e-01
  0.5000    4.5000  9.474e-01
  0.5000    4.5500  9.192e-01
  0.5000    4.6000  8.919e-01
  0.5000    4.6500  8.609e-01
  0.5000    4.7000  8.403e-01
  0.5000    4.7500  8.208e-01
  0.5000    4.8000  7.942e-01
  0.5000    4.8500  7.766e-01
  0.5000    4.9000  7.613e-01
  0.5000    4.9500  7.395e-01
  0.5000    5.0000  0.000e+00

  0.5385    0.0000  5.704e-01
  0.5385    0.0500  5.725e-01
  0.5385    0.1000  5.686e-01
  0.5385    0.1500  5.648e-01
  0.5385    0.2000  5.689e-01
  0.5385    0.2500  5.685e-01
  0.5385    0.3000  5.729e-01
  0.5385    0.3500  5.672e-01
  0.5385    0.4000  5.731e-01
  0.5385    0.4500  5.732e-01
  0.5385    0.5000  5.726e-01
  0.5385    0.5500  5.803e-01
  0.5385    0.6000  5.801e-01
  0.5385    0.6500  5.849e-01
  0.5385    0.7000  5.726e-01
  0.5385    0.7500  5.744e-01
  0.5385    0.8000  5.834e-01
  0.5385    0.8500  5.881e-01
  0.5385    0.9000  5.967e-01
  0.5385    0.9500  5.970e-01
  0.5385    1.0000  5.966e-01
  0.5385    1.0500  5.895e-01
  0.5385    1.1000  5.869e-01
  0.5385    1.1500  5.884e-01
  0.5385    1.2000  5.957e-01
  0.5385    1.2500  5.914e-01
  0.5385    1.3000  5.938e-01
  0.5385    1.3500  5.924e-01
  0.5385    1.4000  5.882e-01
  0.5385    1.4500  5.914e-01
  0.5385    1.5000  6.027e-01
  0.5385    1.5500  6.198e-01
  0.5385    1.6000  6.253e-01
  0.5385    1.6500  6.358e-01
  0.5385    1.7000  6.442e-01
  0.5385    1.7500  6.664e-01
  0.5385    1.8000  6.783e-01
  0.5385    1.8500  6.837e-01
  0.5385    1.9000  7.042e-01
  0.5385    1.9500  7.239e-01
  0.5385    2.0000  7.373e-01
  0.5385    2.0500  7.457e-01
  0.5385    2.1000  7.517e-01
  0.5385    2.1500  7.652e-01
  0.5385    2.2000  7.755e-01
  0.5385    2.2500  7.978e-01
  0.5385    2.3000  8.806e-01
  0.5385    2.3500  9.650e-01
  0.5385    2.4000  1.016e+00
  0.5385    2.4500  1.079e+00
  0.5385    2.5000  1.165e+00
  0.5385    2.5500  1.268e+00
  0.5385    2.6000  1.404e+00
  0.5385    2.6500  1.581e+00
  0.5385    2.7000  1.814e+00
  0.5385    2.7500  2.133e+00
  0.5385    2.8000  2.572e+00
  0.5385    2.8500  3.201e+00
  0.5385    2.9000  4.142e+00
  0.5385    2.9500  5.622e+00
  0.5385    3.0000  8.070e+00
  0.5385    3.0500  1.252e+01
  0.5385    3.1000  2.127e+01
  0.5385    3.1500  3.625e+01
  0.5385    3.2000  4.895e+01
  0.5385    3.2500  4.768e+01
  0.5385    3.3000  3.403e+01
  0.5385    3.3500  2.105e+01
  0.5385    3.4000  1.361e+01
  0.5385    3.4500  9.558e+00
  0.5385    3.5000  1.362e+01
  0.5385    3.5500  2.381e+01
  0.5385    3.6000  4.205e+01
  0.5385    3.6500  5.614e+01
  0.5385    3.7000  4.719e+01
  0.5385    3.7500  2.898e+01
  0.5385    3.8000  1.754e+01
  0.5385    3.8500  1.155e+01
  0.5385    3.9000  8.156e+00
  0.5385    3.9500  5.817e+00
  0.5385    4.0000  4.057e+00
  0.5385    4.0500  2.968e+00
  0.5385    4.1000  2.426e+00
  0.5385    4.1500  2.085e+00
  0.5385    4.2000  1.837e+00
  0.5385    4.2500  1.646e+00
  0.5385    4.3000  1.486e+00
  0.5385    4.3500  1.359e+00
  0.5385    4.4000  1.260e+00
  0.5385    4.4500  1.190e+00
  0.5385    4.5000  1.126e+00
  0.5385    4.5500  1.069e+00
  0.5385    4.6000  1.020e+00
  0.5385    4.6500  9.722e-01
  0.5385    4.7000  9.383e-01
  0.5385    4.7500  9.093e-01
  0.5385    4.8000  8.724e-01
  0.5385    4.8500  8.450e-01
  0.5385    4.9000  8.262e-01
  0.5385    4.9500  7.980e-01
  0.5385    5.0000  0.000e+00

  0.5769    0.0000  5.810e-01
  0.5769    0.0500  5.737e-01
  0.5769    0.1000  5.758e-01
  0.5769    0.1500  5.695e-01
  0.5769    0.2000  5.740e-01
  0.5769    0.2500  5.810e-01
  0.5769    0.3000  5.805e-01
  0.5769    0.3500  5.783e-01
  0.5769    0.4000  5.745e-01
  0.5769    0.4500  5.812e-01
  0.5769    0.5000  5.851e-01
  0.5769    0.5500  5.909e-01
  0.5769    0.6000  5.957e-01
