# spin-wave spectrum computed from ComputeSpinWave.java code
# computed at : 2015/01/24 18:12:12
# check out https://github.com/Eunsong/SpinDynamicsSimulator for most recent updates
#      k     omega  S[k][w]
  0.1373    2.4500  2.156e+01
  0.1373    2.5000  1.919e+01
  0.1373    2.5500  1.739e+01
  0.1373    2.6000  1.597e+01
  0.1373    2.6500  1.487e+01
  0.1373    2.7000  1.421e+01
  0.1373    2.7500  1.366e+01
  0.1373    2.8000  1.335e+01
  0.1373    2.8500  1.342e+01
  0.1373    2.9000  1.391e+01
  0.1373    2.9500  1.603e+01
  0.1373    3.0000  1.993e+01
  0.1373    3.0500  2.683e+01
  0.1373    3.1000  3.959e+01
  0.1373    3.1500  6.410e+01
  0.1373    3.2000  9.706e+01
  0.1373    3.2500  1.159e+02
  0.1373    3.3000  1.084e+02
  0.1373    3.3500  6.537e+01
  0.1373    3.4000  3.934e+01
  0.1373    3.4500  2.638e+01
  0.1373    3.5000  1.953e+01
  0.1373    3.5500  1.544e+01
  0.1373    3.6000  1.276e+01
  0.1373    3.6500  1.087e+01
  0.1373    3.7000  9.507e+00
  0.1373    3.7500  8.412e+00
  0.1373    3.8000  7.518e+00
  0.1373    3.8500  6.789e+00
  0.1373    3.9000  6.235e+00
  0.1373    3.9500  5.781e+00
  0.1373    4.0000  5.409e+00
  0.1373    4.0500  5.052e+00
  0.1373    4.1000  4.748e+00
  0.1373    4.1500  4.470e+00
  0.1373    4.2000  4.228e+00
  0.1373    4.2500  3.998e+00
  0.1373    4.3000  3.815e+00
  0.1373    4.3500  3.650e+00
  0.1373    4.4000  3.495e+00
  0.1373    4.4500  3.354e+00
  0.1373    4.5000  3.218e+00
  0.1373    4.5500  3.104e+00
  0.1373    4.6000  3.003e+00
  0.1373    4.6500  2.904e+00
  0.1373    4.7000  2.812e+00
  0.1373    4.7500  2.722e+00
  0.1373    4.8000  2.625e+00
  0.1373    4.8500  2.539e+00
  0.1373    4.9000  2.460e+00
  0.1373    4.9500  2.400e+00
  0.1373    5.0000  0.000e+00

  0.1569    0.0000  7.963e+00
  0.1569    0.0500  7.968e+00
  0.1569    0.1000  7.980e+00
  0.1569    0.1500  8.000e+00
  0.1569    0.2000  8.052e+00
  0.1569    0.2500  8.108e+00
  0.1569    0.3000  8.157e+00
  0.1569    0.3500  8.237e+00
  0.1569    0.4000  8.311e+00
  0.1569    0.4500  8.417e+00
  0.1569    0.5000  8.532e+00
  0.1569    0.5500  8.659e+00
  0.1569    0.6000  8.795e+00
  0.1569    0.6500  8.930e+00
  0.1569    0.7000  9.088e+00
  0.1569    0.7500  9.270e+00
  0.1569    0.8000  9.488e+00
  0.1569    0.8500  9.709e+00
  0.1569    0.9000  9.967e+00
  0.1569    0.9500  1.026e+01
  0.1569    1.0000  1.059e+01
  0.1569    1.0500  1.097e+01
  0.1569    1.1000  1.141e+01
  0.1569    1.1500  1.191e+01
  0.1569    1.2000  1.248e+01
  0.1569    1.2500  1.311e+01
  0.1569    1.3000  1.383e+01
  0.1569    1.3500  1.472e+01
  0.1569    1.4000  1.577e+01
  0.1569    1.4500  1.709e+01
  0.1569    1.5000  1.893e+01
  0.1569    1.5500  2.151e+01
  0.1569    1.6000  2.609e+01
  0.1569    1.6500  4.329e+01
  0.1569    1.7000  1.291e+02
  0.1569    1.7500  6.562e+01
  0.1569    1.8000  3.862e+01
  0.1569    1.8500  4.030e+01
  0.1569    1.9000  5.092e+01
  0.1569    1.9500  8.213e+01
  0.1569    2.0000  1.096e+02
  0.1569    2.0500  1.024e+02
  0.1569    2.1000  1.296e+02
  0.1569    2.1500  1.527e+02
  0.1569    2.2000  9.867e+01
  0.1569    2.2500  6.303e+01
  0.1569    2.3000  4.297e+01
  0.1569    2.3500  3.186e+01
  0.1569    2.4000  2.513e+01
  0.1569    2.4500  2.152e+01
  0.1569    2.5000  1.921e+01
  0.1569    2.5500  1.744e+01
  0.1569    2.6000  1.603e+01
  0.1569    2.6500  1.496e+01
  0.1569    2.7000  1.434e+01
  0.1569    2.7500  1.389e+01
  0.1569    2.8000  1.358e+01
  0.1569    2.8500  1.372e+01
  0.1569    2.9000  1.441e+01
  0.1569    2.9500  1.702e+01
  0.1569    3.0000  2.147e+01
  0.1569    3.0500  2.953e+01
  0.1569    3.1000  4.471e+01
  0.1569    3.1500  7.172e+01
  0.1569    3.2000  9.176e+01
  0.1569    3.2500  1.047e+02
  0.1569    3.3000  1.063e+02
  0.1569    3.3500  6.616e+01
  0.1569    3.4000  3.985e+01
  0.1569    3.4500  2.662e+01
  0.1569    3.5000  1.962e+01
  0.1569    3.5500  1.543e+01
  0.1569    3.6000  1.272e+01
  0.1569    3.6500  1.081e+01
  0.1569    3.7000  9.451e+00
  0.1569    3.7500  8.346e+00
  0.1569    3.8000  7.460e+00
  0.1569    3.8500  6.752e+00
  0.1569    3.9000  6.164e+00
  0.1569    3.9500  5.743e+00
  0.1569    4.0000  5.356e+00
  0.1569    4.0500  5.015e+00
  0.1569    4.1000  4.712e+00
  0.1569    4.1500  4.432e+00
  0.1569    4.2000  4.190e+00
  0.1569    4.2500  3.968e+00
  0.1569    4.3000  3.784e+00
  0.1569    4.3500  3.614e+00
  0.1569    4.4000  3.475e+00
  0.1569    4.4500  3.321e+00
  0.1569    4.5000  3.192e+00
  0.1569    4.5500  3.085e+00
  0.1569    4.6000  2.974e+00
  0.1569    4.6500  2.883e+00
  0.1569    4.7000  2.801e+00
  0.1569    4.7500  2.697e+00
  0.1569    4.8000  2.604e+00
  0.1569    4.8500  2.523e+00
  0.1569    4.9000  2.445e+00
  0.1569    4.9500  2.391e+00
  0.1569    5.0000  0.000e+00

  0.1765    0.0000  7.857e+00
  0.1765    0.0500  7.861e+00
  0.1765    0.1000  7.874e+00
  0.1765    0.1500  7.890e+00
  0.1765    0.2000  7.937e+00
  0.1765    0.2500  8.001e+00
  0.1765    0.3000  8.058e+00
  0.1765    0.3500  8.113e+00
  0.1765    0.4000  8.193e+00
  0.1765    0.4500  8.286e+00
  0.1765    0.5000  8.407e+00
  0.1765    0.5500  8.544e+00
  0.1765    0.6000  8.664e+00
  0.1765    0.6500  8.804e+00
  0.1765    0.7000  8.952e+00
  0.1765    0.7500  9.139e+00
  0.1765    0.8000  9.337e+00
  0.1765    0.8500  9.563e+00
  0.1765    0.9000  9.806e+00
  0.1765    0.9500  1.010e+01
  0.1765    1.0000  1.041e+01
  0.1765    1.0500  1.078e+01
  0.1765    1.1000  1.119e+01
  0.1765    1.1500  1.168e+01
  0.1765    1.2000  1.222e+01
  0.1765    1.2500  1.283e+01
  0.1765    1.3000  1.354e+01
  0.1765    1.3500  1.435e+01
  0.1765    1.4000  1.535e+01
  0.1765    1.4500  1.664e+01
  0.1765    1.5000  1.830e+01
  0.1765    1.5500  2.072e+01
  0.1765    1.6000  2.472e+01
  0.1765    1.6500  3.753e+01
  0.1765    1.7000  1.136e+02
  0.1765    1.7500  7.943e+01
  0.1765    1.8000  3.871e+01
  0.1765    1.8500  3.635e+01
  0.1765    1.9000  4.358e+01
  0.1765    1.9500  7.463e+01
  0.1765    2.0000  1.028e+02
  0.1765    2.0500  1.163e+02
  0.1765    2.1000  1.361e+02
  0.1765    2.1500  1.392e+02
  0.1765    2.2000  9.478e+01
  0.1765    2.2500  6.143e+01
  0.1765    2.3000  4.229e+01
  0.1765    2.3500  3.154e+01
  0.1765    2.4000  2.496e+01
  0.1765    2.4500  2.156e+01
  0.1765    2.5000  1.923e+01
  0.1765    2.5500  1.748e+01
  0.1765    2.6000  1.614e+01
  0.1765    2.6500  1.506e+01
  0.1765    2.7000  1.451e+01
  0.1765    2.7500  1.409e+01
  0.1765    2.8000  1.392e+01
  0.1765    2.8500  1.411e+01
  0.1765    2.9000  1.513e+01
  0.1765    2.9500  1.832e+01
  0.1765    3.0000  2.358e+01
  0.1765    3.0500  3.326e+01
  0.1765    3.1000  5.175e+01
  0.1765    3.1500  7.887e+01
  0.1765    3.2000  7.992e+01
  0.1765    3.2500  9.390e+01
  0.1765    3.3000  1.049e+02
  0.1765    3.3500  6.772e+01
  0.1765    3.4000  4.053e+01
  0.1765    3.4500  2.686e+01
  0.1765    3.5000  1.970e+01
  0.1765    3.5500  1.542e+01
  0.1765    3.6000  1.266e+01
  0.1765    3.6500  1.075e+01
  0.1765    3.7000  9.361e+00
  0.1765    3.7500  8.290e+00
  0.1765    3.8000  7.386e+00
  0.1765    3.8500  6.679e+00
  0.1765    3.9000  6.132e+00
  0.1765    3.9500  5.678e+00
  0.1765    4.0000  5.308e+00
  0.1765    4.0500  4.964e+00
  0.1765    4.1000  4.673e+00
  0.1765    4.1500  4.402e+00
  0.1765    4.2000  4.152e+00
  0.1765    4.2500  3.933e+00
  0.1765    4.3000  3.746e+00
  0.1765    4.3500  3.576e+00
  0.1765    4.4000  3.438e+00
  0.1765    4.4500  3.293e+00
  0.1765    4.5000  3.163e+00
  0.1765    4.5500  3.053e+00
  0.1765    4.6000  2.954e+00
  0.1765    4.6500  2.865e+00
  0.1765    4.7000  2.772e+00
  0.1765    4.7500  2.681e+00
  0.1765    4.8000  2.583e+00
  0.1765    4.8500  2.503e+00
  0.1765    4.9000  2.433e+00
  0.1765    4.9500  2.372e+00
  0.1765    5.0000  0.000e+00

  0.1961    0.0000  7.745e+00
  0.1961    0.0500  7.744e+00
  0.1961    0.1000  7.753e+00
  0.1961    0.1500  7.775e+00
  0.1961    0.2000  7.820e+00
  0.1961    0.2500  7.882e+00
  0.1961    0.3000  7.927e+00
  0.1961    0.3500  8.000e+00
  0.1961    0.4000  8.065e+00
  0.1961    0.4500  8.157e+00
  0.1961    0.5000  8.279e+00
  0.1961    0.5500  8.404e+00
  0.1961    0.6000  8.533e+00
  0.1961    0.6500  8.664e+00
  0.1961    0.7000  8.810e+00
  0.1961    0.7500  8.992e+00
  0.1961    0.8000  9.183e+00
  0.1961    0.8500  9.398e+00
  0.1961    0.9000  9.636e+00
  0.1961    0.9500  9.924e+00
  0.1961    1.0000  1.023e+01
  0.1961    1.0500  1.057e+01
  0.1961    1.1000  1.097e+01
  0.1961    1.1500  1.145e+01
  0.1961    1.2000  1.200e+01
  0.1961    1.2500  1.255e+01
  0.1961    1.3000  1.321e+01
  0.1961    1.3500  1.397e+01
  0.1961    1.4000  1.496e+01
  0.1961    1.4500  1.613e+01
  0.1961    1.5000  1.771e+01
  0.1961    1.5500  1.990e+01
  0.1961    1.6000  2.348e+01
  0.1961    1.6500  3.267e+01
  0.1961    1.7000  9.305e+01
  0.1961    1.7500  9.744e+01
  0.1961    1.8000  4.008e+01
  0.1961    1.8500  3.441e+01
  0.1961    1.9000  3.839e+01
  0.1961    1.9500  6.834e+01
  0.1961    2.0000  9.182e+01
  0.1961    2.0500  1.193e+02
  0.1961    2.1000  1.443e+02
  0.1961    2.1500  1.233e+02
  0.1961    2.2000  9.112e+01
  0.1961    2.2500  5.992e+01
  0.1961    2.3000  4.172e+01
  0.1961    2.3500  3.128e+01
  0.1961    2.4000  2.507e+01
  0.1961    2.4500  2.165e+01
  0.1961    2.5000  1.930e+01
  0.1961    2.5500  1.757e+01
  0.1961    2.6000  1.622e+01
  0.1961    2.6500  1.528e+01
  0.1961    2.7000  1.467e+01
  0.1961    2.7500  1.442e+01
  0.1961    2.8000  1.430e+01
  0.1961    2.8500  1.455e+01
  0.1961    2.9000  1.628e+01
  0.1961    2.9500  2.006e+01
  0.1961    3.0000  2.647e+01
  0.1961    3.0500  3.856e+01
  0.1961    3.1000  6.093e+01
  0.1961    3.1500  8.097e+01
  0.1961    3.2000  6.406e+01
  0.1961    3.2500  8.436e+01
  0.1961    3.3000  1.038e+02
  0.1961    3.3500  6.940e+01
  0.1961    3.4000  4.124e+01
  0.1961    3.4500  2.713e+01
  0.1961    3.5000  1.977e+01
  0.1961    3.5500  1.538e+01
  0.1961    3.6000  1.259e+01
  0.1961    3.6500  1.066e+01
  0.1961    3.7000  9.276e+00
  0.1961    3.7500  8.206e+00
  0.1961    3.8000  7.320e+00
  0.1961    3.8500  6.606e+00
  0.1961    3.9000  6.052e+00
  0.1961    3.9500  5.639e+00
  0.1961    4.0000  5.249e+00
  0.1961    4.0500  4.906e+00
  0.1961    4.1000  4.615e+00
  0.1961    4.1500  4.364e+00
  0.1961    4.2000  4.116e+00
  0.1961    4.2500  3.896e+00
  0.1961    4.3000  3.697e+00
  0.1961    4.3500  3.543e+00
  0.1961    4.4000  3.405e+00
  0.1961    4.4500  3.265e+00
  0.1961    4.5000  3.129e+00
  0.1961    4.5500  3.026e+00
  0.1961    4.6000  2.931e+00
  0.1961    4.6500  2.837e+00
  0.1961    4.7000  2.754e+00
  0.1961    4.7500  2.650e+00
  0.1961    4.8000  2.564e+00
  0.1961    4.8500  2.488e+00
  0.1961    4.9000  2.419e+00
  0.1961    4.9500  2.350e+00
  0.1961    5.0000  0.000e+00

  0.2157    0.0000  7.619e+00
  0.2157    0.0500  7.613e+00
  0.2157    0.1000  7.627e+00
  0.2157    0.1500  7.658e+00
  0.2157    0.2000  7.693e+00
  0.2157    0.2500  7.751e+00
  0.2157    0.3000  7.796e+00
  0.2157    0.3500  7.872e+00
  0.2157    0.4000  7.936e+00
  0.2157    0.4500  8.028e+00
  0.2157    0.5000  8.137e+00
  0.2157    0.5500  8.266e+00
  0.2157    0.6000  8.379e+00
  0.2157    0.6500  8.516e+00
  0.2157    0.7000  8.667e+00
  0.2157    0.7500  8.830e+00
  0.2157    0.8000  9.023e+00
  0.2157    0.8500  9.227e+00
  0.2157    0.9000  9.460e+00
  0.2157    0.9500  9.730e+00
  0.2157    1.0000  1.004e+01
  0.2157    1.0500  1.036e+01
  0.2157    1.1000  1.075e+01
  0.2157    1.1500  1.123e+01
  0.2157    1.2000  1.173e+01
  0.2157    1.2500  1.227e+01
  0.2157    1.3000  1.289e+01
  0.2157    1.3500  1.365e+01
  0.2157    1.4000  1.452e+01
  0.2157    1.4500  1.566e+01
  0.2157    1.5000  1.709e+01
  0.2157    1.5500  1.908e+01
  0.2157    1.6000  2.227e+01
  0.2157    1.6500  2.912e+01
  0.2157    1.7000  7.231e+01
  0.2157    1.7500  1.169e+02
  0.2157    1.8000  4.408e+01
  0.2157    1.8500  3.302e+01
  0.2157    1.9000  3.429e+01
  0.2157    1.9500  6.210e+01
  0.2157    2.0000  8.666e+01
  0.2157    2.0500  1.102e+02
  0.2157    2.1000  1.496e+02
  0.2157    2.1500  1.158e+02
  0.2157    2.2000  8.737e+01
  0.2157    2.2500  5.862e+01
  0.2157    2.3000  4.125e+01
  0.2157    2.3500  3.110e+01
  0.2157    2.4000  2.521e+01
  0.2157    2.4500  2.185e+01
  0.2157    2.5000  1.947e+01
  0.2157    2.5500  1.774e+01
  0.2157    2.6000  1.649e+01
  0.2157    2.6500  1.551e+01
  0.2157    2.7000  1.499e+01
  0.2157    2.7500  1.475e+01
  0.2157    2.8000  1.479e+01
  0.2157    2.8500  1.515e+01
  0.2157    2.9000  1.773e+01
  0.2157    2.9500  2.238e+01
  0.2157    3.0000  3.056e+01
  0.2157    3.0500  4.608e+01
  0.2157    3.1000  7.122e+01
  0.2157    3.1500  7.293e+01
  0.2157    3.2000  4.987e+01
  0.2157    3.2500  7.613e+01
  0.2157    3.3000  1.030e+02
  0.2157    3.3500  7.106e+01
  0.2157    3.4000  4.194e+01
  0.2157    3.4500  2.738e+01
  0.2157    3.5000  1.981e+01
  0.2157    3.5500  1.534e+01
  0.2157    3.6000  1.250e+01
  0.2157    3.6500  1.057e+01
  0.2157    3.7000  9.186e+00
  0.2157    3.7500  8.112e+00
  0.2157    3.8000  7.223e+00
  0.2157    3.8500  6.537e+00
  0.2157    3.9000  5.989e+00
  0.2157    3.9500  5.553e+00
  0.2157    4.0000  5.196e+00
  0.2157    4.0500  4.845e+00
  0.2157    4.1000  4.550e+00
  0.2157    4.1500  4.307e+00
  0.2157    4.2000  4.078e+00
  0.2157    4.2500  3.843e+00
  0.2157    4.3000  3.659e+00
  0.2157    4.3500  3.501e+00
  0.2157    4.4000  3.376e+00
  0.2157    4.4500  3.225e+00
  0.2157    4.5000  3.099e+00
  0.2157    4.5500  2.998e+00
  0.2157    4.6000  2.896e+00
  0.2157    4.6500  2.818e+00
  0.2157    4.7000  2.722e+00
  0.2157    4.7500  2.625e+00
  0.2157    4.8000  2.540e+00
  0.2157    4.8500  2.468e+00
  0.2157    4.9000  2.394e+00
  0.2157    4.9500  2.333e+00
  0.2157    5.0000  0.000e+00

  0.2353    0.0000  7.477e+00
  0.2353    0.0500  7.482e+00
  0.2353    0.1000  7.497e+00
  0.2353    0.1500  7.525e+00
  0.2353    0.2000  7.563e+00
  0.2353    0.2500  7.617e+00
  0.2353    0.3000  7.671e+00
  0.2353    0.3500  7.737e+00
  0.2353    0.4000  7.798e+00
  0.2353    0.4500  7.889e+00
  0.2353    0.5000  7.998e+00
  0.2353    0.5500  8.107e+00
  0.2353    0.6000  8.229e+00
  0.2353    0.6500  8.357e+00
  0.2353    0.7000  8.512e+00
  0.2353    0.7500  8.664e+00
  0.2353    0.8000  8.847e+00
  0.2353    0.8500  9.057e+00
  0.2353    0.9000  9.263e+00
  0.2353    0.9500  9.534e+00
  0.2353    1.0000  9.820e+00
  0.2353    1.0500  1.016e+01
  0.2353    1.1000  1.055e+01
  0.2353    1.1500  1.097e+01
  0.2353    1.2000  1.146e+01
  0.2353    1.2500  1.197e+01
  0.2353    1.3000  1.261e+01
  0.2353    1.3500  1.330e+01
  0.2353    1.4000  1.416e+01
  0.2353    1.4500  1.516e+01
  0.2353    1.5000  1.652e+01
  0.2353    1.5500  1.831e+01
  0.2353    1.6000  2.110e+01
  0.2353    1.6500  2.665e+01
  0.2353    1.7000  5.498e+01
  0.2353    1.7500  1.308e+02
  0.2353    1.8000  5.078e+01
  0.2353    1.8500  3.336e+01
  0.2353    1.9000  3.120e+01
  0.2353    1.9500  5.616e+01
  0.2353    2.0000  8.732e+01
  0.2353    2.0500  1.080e+02
  0.2353    2.1000  1.484e+02
  0.2353    2.1500  1.143e+02
  0.2353    2.2000  8.735e+01
  0.2353    2.2500  5.795e+01
  0.2353    2.3000  4.097e+01
  0.2353    2.3500  3.103e+01
  0.2353    2.4000  2.535e+01
  0.2353    2.4500  2.225e+01
  0.2353    2.5000  1.986e+01
  0.2353    2.5500  1.810e+01
  0.2353    2.6000  1.680e+01
  0.2353    2.6500  1.596e+01
  0.2353    2.7000  1.534e+01
  0.2353    2.7500  1.521e+01
  0.2353    2.8000  1.532e+01
  0.2353    2.8500  1.628e+01
  0.2353    2.9000  1.972e+01
  0.2353    2.9500  2.560e+01
  0.2353    3.0000  3.637e+01
  0.2353    3.0500  5.638e+01
  0.2353    3.1000  7.709e+01
  0.2353    3.1500  5.642e+01
  0.2353    3.2000  4.029e+01
  0.2353    3.2500  6.915e+01
  0.2353    3.3000  1.019e+02
  0.2353    3.3500  7.268e+01
  0.2353    3.4000  4.264e+01
  0.2353    3.4500  2.759e+01
  0.2353    3.5000  1.981e+01
  0.2353    3.5500  1.525e+01
  0.2353    3.6000  1.242e+01
  0.2353    3.6500  1.047e+01
  0.2353    3.7000  9.063e+00
  0.2353    3.7500  8.005e+00
  0.2353    3.8000  7.153e+00
  0.2353    3.8500  6.452e+00
  0.2353    3.9000  5.913e+00
  0.2353    3.9500  5.469e+00
  0.2353    4.0000  5.129e+00
  0.2353    4.0500  4.789e+00
  0.2353    4.1000  4.494e+00
  0.2353    4.1500  4.246e+00
  0.2353    4.2000  4.016e+00
  0.2353    4.2500  3.808e+00
  0.2353    4.3000  3.611e+00
  0.2353    4.3500  3.464e+00
  0.2353    4.4000  3.323e+00
  0.2353    4.4500  3.190e+00
  0.2353    4.5000  3.066e+00
  0.2353    4.5500  2.961e+00
  0.2353    4.6000  2.871e+00
  0.2353    4.6500  2.780e+00
  0.2353    4.7000  2.694e+00
  0.2353    4.7500  2.603e+00
  0.2353    4.8000  2.520e+00
  0.2353    4.8500  2.433e+00
  0.2353    4.9000  2.371e+00
  0.2353    4.9500  2.311e+00
  0.2353    5.0000  0.000e+00

  0.2549    0.0000  7.337e+00
  0.2549    0.0500  7.350e+00
  0.2549    0.1000  7.359e+00
  0.2549    0.1500  7.388e+00
  0.2549    0.2000  7.421e+00
  0.2549    0.2500  7.483e+00
  0.2549    0.3000  7.532e+00
  0.2549    0.3500  7.598e+00
  0.2549    0.4000  7.663e+00
  0.2549    0.4500  7.744e+00
  0.2549    0.5000  7.848e+00
  0.2549    0.5500  7.954e+00
  0.2549    0.6000  8.066e+00
  0.2549    0.6500  8.200e+00
  0.2549    0.7000  8.338e+00
  0.2549    0.7500  8.493e+00
  0.2549    0.8000  8.675e+00
  0.2549    0.8500  8.857e+00
  0.2549    0.9000  9.066e+00
  0.2549    0.9500  9.331e+00
  0.2549    1.0000  9.620e+00
  0.2549    1.0500  9.940e+00
  0.2549    1.1000  1.031e+01
  0.2549    1.1500  1.072e+01
  0.2549    1.2000  1.118e+01
  0.2549    1.2500  1.171e+01
  0.2549    1.3000  1.227e+01
  0.2549    1.3500  1.298e+01
  0.2549    1.4000  1.378e+01
  0.2549    1.4500  1.475e+01
  0.2549    1.5000  1.595e+01
  0.2549    1.5500  1.761e+01
  0.2549    1.6000  2.007e+01
  0.2549    1.6500  2.467e+01
  0.2549    1.7000  4.428e+01
  0.2549    1.7500  1.298e+02
  0.2549    1.8000  6.071e+01
  0.2549    1.8500  3.524e+01
  0.2549    1.9000  3.029e+01
  0.2549    1.9500  5.189e+01
  0.2549    2.0000  8.726e+01
  0.2549    2.0500  1.097e+02
  0.2549    2.1000  1.432e+02
  0.2549    2.1500  1.065e+02
  0.2549    2.2000  8.587e+01
  0.2549    2.2500  5.996e+01
  0.2549    2.3000  4.164e+01
  0.2549    2.3500  3.162e+01
  0.2549    2.4000  2.591e+01
  0.2549    2.4500  2.292e+01
  0.2549    2.5000  2.050e+01
  0.2549    2.5500  1.862e+01
  0.2549    2.6000  1.734e+01
  0.2549    2.6500  1.639e+01
  0.2549    2.7000  1.583e+01
  0.2549    2.7500  1.568e+01
  0.2549    2.8000  1.602e+01
  0.2549    2.8500  1.800e+01
  0.2549    2.9000  2.233e+01
  0.2549    2.9500  3.018e+01
  0.2549    3.0000  4.487e+01
  0.2549    3.0500  6.836e+01
  0.2549    3.1000  7.034e+01
  0.2549    3.1500  3.936e+01
  0.2549    3.2000  3.327e+01
  0.2549    3.2500  6.474e+01
  0.2549    3.3000  1.003e+02
  0.2549    3.3500  7.420e+01
  0.2549    3.4000  4.329e+01
  0.2549    3.4500  2.777e+01
  0.2549    3.5000  1.980e+01
  0.2549    3.5500  1.518e+01
  0.2549    3.6000  1.229e+01
  0.2549    3.6500  1.035e+01
  0.2549    3.7000  8.945e+00
  0.2549    3.7500  7.893e+00
  0.2549    3.8000  7.053e+00
  0.2549    3.8500  6.372e+00
  0.2549    3.9000  5.812e+00
  0.2549    3.9500  5.412e+00
  0.2549    4.0000  5.051e+00
  0.2549    4.0500  4.728e+00
  0.2549    4.1000  4.431e+00
  0.2549    4.1500  4.194e+00
  0.2549    4.2000  3.968e+00
  0.2549    4.2500  3.740e+00
  0.2549    4.3000  3.583e+00
  0.2549    4.3500  3.411e+00
  0.2549    4.4000  3.282e+00
  0.2549    4.4500  3.150e+00
  0.2549    4.5000  3.039e+00
  0.2549    4.5500  2.925e+00
  0.2549    4.6000  2.826e+00
  0.2549    4.6500  2.751e+00
  0.2549    4.7000  2.658e+00
  0.2549    4.7500  2.581e+00
  0.2549    4.8000  2.493e+00
  0.2549    4.8500  2.410e+00
  0.2549    4.9000  2.337e+00
  0.2549    4.9500  2.292e+00
  0.2549    5.0000  0.000e+00

  0.2745    0.0000  7.201e+00
  0.2745    0.0500  7.215e+00
  0.2745    0.1000  7.224e+00
  0.2745    0.1500  7.243e+00
  0.2745    0.2000  7.293e+00
  0.2745    0.2500  7.318e+00
  0.2745    0.3000  7.386e+00
  0.2745    0.3500  7.447e+00
  0.2745    0.4000  7.518e+00
  0.2745    0.4500  7.602e+00
  0.2745    0.5000  7.704e+00
  0.2745    0.5500  7.784e+00
  0.2745    0.6000  7.906e+00
  0.2745    0.6500  8.028e+00
  0.2745    0.7000  8.163e+00
  0.2745    0.7500  8.316e+00
  0.2745    0.8000  8.490e+00
  0.2745    0.8500  8.659e+00
  0.2745    0.9000  8.871e+00
  0.2745    0.9500  9.139e+00
  0.2745    1.0000  9.404e+00
  0.2745    1.0500  9.713e+00
  0.2745    1.1000  1.006e+01
  0.2745    1.1500  1.045e+01
  0.2745    1.2000  1.092e+01
  0.2745    1.2500  1.140e+01
  0.2745    1.3000  1.198e+01
  0.2745    1.3500  1.262e+01
  0.2745    1.4000  1.339e+01
  0.2745    1.4500  1.433e+01
  0.2745    1.5000  1.546e+01
  0.2745    1.5500  1.692e+01
  0.2745    1.6000  1.913e+01
  0.2745    1.6500  2.297e+01
  0.2745    1.7000  3.599e+01
  0.2745    1.7500  1.116e+02
  0.2745    1.8000  7.834e+01
  0.2745    1.8500  3.832e+01
  0.2745    1.9000  3.054e+01
  0.2745    1.9500  4.786e+01
  0.2745    2.0000  8.620e+01
  0.2745    2.0500  1.136e+02
  0.2745    2.1000  1.365e+02
  0.2745    2.1500  9.389e+01
  0.2745    2.2000  8.477e+01
  0.2745    2.2500  7.058e+01
  0.2745    2.3000  4.495e+01
  0.2745    2.3500  3.334e+01
  0.2745    2.4000  2.648e+01
  0.2745    2.4500  2.369e+01
  0.2745    2.5000  2.121e+01
  0.2745    2.5500  1.931e+01
  0.2745    2.6000  1.789e+01
  0.2745    2.6500  1.698e+01
  0.2745    2.7000  1.637e+01
  0.2745    2.7500  1.636e+01
  0.2745    2.8000  1.698e+01
  0.2745    2.8500  2.029e+01
  0.2745    2.9000  2.612e+01
  0.2745    2.9500  3.689e+01
  0.2745    3.0000  5.655e+01
  0.2745    3.0500  7.498e+01
  0.2745    3.1000  5.199e+01
  0.2745    3.1500  2.675e+01
  0.2745    3.2000  2.940e+01
  0.2745    3.2500  6.112e+01
  0.2745    3.3000  9.857e+01
  0.2745    3.3500  7.562e+01
  0.2745    3.4000  4.390e+01
  0.2745    3.4500  2.792e+01
  0.2745    3.5000  1.977e+01
  0.2745    3.5500  1.506e+01
  0.2745    3.6000  1.216e+01
  0.2745    3.6500  1.021e+01
  0.2745    3.7000  8.823e+00
  0.2745    3.7500  7.775e+00
  0.2745    3.8000  6.939e+00
  0.2745    3.8500  6.264e+00
  0.2745    3.9000  5.741e+00
  0.2745    3.9500  5.319e+00
  0.2745    4.0000  4.989e+00
  0.2745    4.0500  4.640e+00
  0.2745    4.1000  4.367e+00
  0.2745    4.1500  4.139e+00
  0.2745    4.2000  3.900e+00
  0.2745    4.2500  3.691e+00
  0.2745    4.3000  3.524e+00
  0.2745    4.3500  3.373e+00
  0.2745    4.4000  3.240e+00
  0.2745    4.4500  3.120e+00
  0.2745    4.5000  3.000e+00
  0.2745    4.5500  2.891e+00
  0.2745    4.6000  2.790e+00
  0.2745    4.6500  2.707e+00
  0.2745    4.7000  2.628e+00
  0.2745    4.7500  2.554e+00
  0.2745    4.8000  2.460e+00
  0.2745    4.8500  2.389e+00
  0.2745    4.9000  2.315e+00
  0.2745    4.9500  2.256e+00
  0.2745    5.0000  0.000e+00

  0.2941    0.0000  7.060e+00
  0.2941    0.0500  7.072e+00
  0.2941    0.1000  7.076e+00
  0.2941    0.1500  7.109e+00
  0.2941    0.2000  7.142e+00
  0.2941    0.2500  7.171e+00
  0.2941    0.3000  7.227e+00
  0.2941    0.3500  7.292e+00
  0.2941    0.4000  7.369e+00
  0.2941    0.4500  7.448e+00
  0.2941    0.5000  7.542e+00
  0.2941    0.5500  7.626e+00
  0.2941    0.6000  7.734e+00
