# spin-wave spectrum computed from ComputeSpinWave.java code
# computed at : 2015/01/24 18:12:12
# check out https://github.com/Eunsong/SpinDynamicsSimulator for most recent updates
#      k     omega  S[k][w]
  0.2941    0.6500  7.852e+00
  0.2941    0.7000  7.988e+00
  0.2941    0.7500  8.130e+00
  0.2941    0.8000  8.291e+00
  0.2941    0.8500  8.477e+00
  0.2941    0.9000  8.676e+00
  0.2941    0.9500  8.928e+00
  0.2941    1.0000  9.184e+00
  0.2941    1.0500  9.475e+00
  0.2941    1.1000  9.812e+00
  0.2941    1.1500  1.021e+01
  0.2941    1.2000  1.063e+01
  0.2941    1.2500  1.111e+01
  0.2941    1.3000  1.166e+01
  0.2941    1.3500  1.228e+01
  0.2941    1.4000  1.302e+01
  0.2941    1.4500  1.391e+01
  0.2941    1.5000  1.497e+01
  0.2941    1.5500  1.629e+01
  0.2941    1.6000  1.825e+01
  0.2941    1.6500  2.154e+01
  0.2941    1.7000  3.079e+01
  0.2941    1.7500  8.468e+01
  0.2941    1.8000  1.013e+02
  0.2941    1.8500  4.254e+01
  0.2941    1.9000  3.088e+01
  0.2941    1.9500  4.370e+01
  0.2941    2.0000  8.409e+01
  0.2941    2.0500  1.174e+02
  0.2941    2.1000  1.289e+02
  0.2941    2.1500  8.482e+01
  0.2941    2.2000  7.325e+01
  0.2941    2.2500  8.229e+01
  0.2941    2.3000  5.936e+01
  0.2941    2.3500  3.675e+01
  0.2941    2.4000  2.788e+01
  0.2941    2.4500  2.427e+01
  0.2941    2.5000  2.206e+01
  0.2941    2.5500  2.008e+01
  0.2941    2.6000  1.862e+01
  0.2941    2.6500  1.766e+01
  0.2941    2.7000  1.711e+01
  0.2941    2.7500  1.710e+01
  0.2941    2.8000  1.903e+01
  0.2941    2.8500  2.350e+01
  0.2941    2.9000  3.157e+01
  0.2941    2.9500  4.683e+01
  0.2941    3.0000  6.967e+01
  0.2941    3.0500  6.543e+01
  0.2941    3.1000  3.359e+01
  0.2941    3.1500  1.865e+01
  0.2941    3.2000  2.742e+01
  0.2941    3.2500  5.795e+01
  0.2941    3.3000  9.648e+01
  0.2941    3.3500  7.686e+01
  0.2941    3.4000  4.446e+01
  0.2941    3.4500  2.802e+01
  0.2941    3.5000  1.967e+01
  0.2941    3.5500  1.495e+01
  0.2941    3.6000  1.200e+01
  0.2941    3.6500  1.007e+01
  0.2941    3.7000  8.673e+00
  0.2941    3.7500  7.646e+00
  0.2941    3.8000  6.826e+00
  0.2941    3.8500  6.163e+00
  0.2941    3.9000  5.639e+00
  0.2941    3.9500  5.240e+00
  0.2941    4.0000  4.882e+00
  0.2941    4.0500  4.582e+00
  0.2941    4.1000  4.289e+00
  0.2941    4.1500  4.062e+00
  0.2941    4.2000  3.843e+00
  0.2941    4.2500  3.634e+00
  0.2941    4.3000  3.463e+00
  0.2941    4.3500  3.323e+00
  0.2941    4.4000  3.197e+00
  0.2941    4.4500  3.070e+00
  0.2941    4.5000  2.959e+00
  0.2941    4.5500  2.858e+00
  0.2941    4.6000  2.755e+00
  0.2941    4.6500  2.673e+00
  0.2941    4.7000  2.591e+00
  0.2941    4.7500  2.519e+00
  0.2941    4.8000  2.437e+00
  0.2941    4.8500  2.353e+00
  0.2941    4.9000  2.295e+00
  0.2941    4.9500  2.237e+00
  0.2941    5.0000  0.000e+00

  0.3137    0.0000  6.914e+00
  0.3137    0.0500  6.919e+00
  0.3137    0.1000  6.933e+00
  0.3137    0.1500  6.959e+00
  0.3137    0.2000  6.987e+00
  0.3137    0.2500  7.026e+00
  0.3137    0.3000  7.072e+00
  0.3137    0.3500  7.148e+00
  0.3137    0.4000  7.200e+00
  0.3137    0.4500  7.286e+00
  0.3137    0.5000  7.371e+00
  0.3137    0.5500  7.467e+00
  0.3137    0.6000  7.564e+00
  0.3137    0.6500  7.681e+00
  0.3137    0.7000  7.808e+00
  0.3137    0.7500  7.942e+00
  0.3137    0.8000  8.107e+00
  0.3137    0.8500  8.280e+00
  0.3137    0.9000  8.483e+00
  0.3137    0.9500  8.690e+00
  0.3137    1.0000  8.961e+00
  0.3137    1.0500  9.245e+00
  0.3137    1.1000  9.585e+00
  0.3137    1.1500  9.918e+00
  0.3137    1.2000  1.036e+01
  0.3137    1.2500  1.083e+01
  0.3137    1.3000  1.133e+01
  0.3137    1.3500  1.195e+01
  0.3137    1.4000  1.264e+01
  0.3137    1.4500  1.350e+01
  0.3137    1.5000  1.449e+01
  0.3137    1.5500  1.574e+01
  0.3137    1.6000  1.743e+01
  0.3137    1.6500  2.030e+01
  0.3137    1.7000  2.709e+01
  0.3137    1.7500  6.023e+01
  0.3137    1.8000  1.224e+02
  0.3137    1.8500  4.886e+01
  0.3137    1.9000  3.229e+01
  0.3137    1.9500  3.966e+01
  0.3137    2.0000  8.079e+01
  0.3137    2.0500  1.177e+02
  0.3137    2.1000  1.211e+02
  0.3137    2.1500  7.755e+01
  0.3137    2.2000  6.629e+01
  0.3137    2.2500  7.576e+01
  0.3137    2.3000  7.834e+01
  0.3137    2.3500  5.163e+01
  0.3137    2.4000  3.107e+01
  0.3137    2.4500  2.438e+01
  0.3137    2.5000  2.278e+01
  0.3137    2.5500  2.097e+01
  0.3137    2.6000  1.950e+01
  0.3137    2.6500  1.849e+01
  0.3137    2.7000  1.797e+01
  0.3137    2.7500  1.820e+01
  0.3137    2.8000  2.179e+01
  0.3137    2.8500  2.810e+01
  0.3137    2.9000  3.980e+01
  0.3137    2.9500  6.046e+01
  0.3137    3.0000  7.307e+01
  0.3137    3.0500  4.433e+01
  0.3137    3.1000  2.129e+01
  0.3137    3.1500  1.522e+01
  0.3137    3.2000  2.618e+01
  0.3137    3.2500  5.496e+01
  0.3137    3.3000  9.405e+01
  0.3137    3.3500  7.786e+01
  0.3137    3.4000  4.494e+01
  0.3137    3.4500  2.805e+01
  0.3137    3.5000  1.957e+01
  0.3137    3.5500  1.478e+01
  0.3137    3.6000  1.184e+01
  0.3137    3.6500  9.885e+00
  0.3137    3.7000  8.532e+00
  0.3137    3.7500  7.507e+00
  0.3137    3.8000  6.708e+00
  0.3137    3.8500  6.045e+00
  0.3137    3.9000  5.543e+00
  0.3137    3.9500  5.127e+00
  0.3137    4.0000  4.810e+00
  0.3137    4.0500  4.486e+00
  0.3137    4.1000  4.222e+00
  0.3137    4.1500  3.985e+00
  0.3137    4.2000  3.783e+00
  0.3137    4.2500  3.577e+00
  0.3137    4.3000  3.413e+00
  0.3137    4.3500  3.273e+00
  0.3137    4.4000  3.132e+00
  0.3137    4.4500  3.014e+00
  0.3137    4.5000  2.915e+00
  0.3137    4.5500  2.827e+00
  0.3137    4.6000  2.713e+00
  0.3137    4.6500  2.636e+00
  0.3137    4.7000  2.557e+00
  0.3137    4.7500  2.492e+00
  0.3137    4.8000  2.399e+00
  0.3137    4.8500  2.322e+00
  0.3137    4.9000  2.266e+00
  0.3137    4.9500  2.200e+00
  0.3137    5.0000  0.000e+00

  0.3333    0.0000  6.768e+00
  0.3333    0.0500  6.769e+00
  0.3333    0.1000  6.781e+00
  0.3333    0.1500  6.802e+00
  0.3333    0.2000  6.838e+00
  0.3333    0.2500  6.868e+00
  0.3333    0.3000  6.926e+00
  0.3333    0.3500  6.981e+00
  0.3333    0.4000  7.047e+00
  0.3333    0.4500  7.112e+00
  0.3333    0.5000  7.205e+00
  0.3333    0.5500  7.297e+00
  0.3333    0.6000  7.403e+00
  0.3333    0.6500  7.503e+00
  0.3333    0.7000  7.627e+00
  0.3333    0.7500  7.766e+00
  0.3333    0.8000  7.920e+00
  0.3333    0.8500  8.084e+00
  0.3333    0.9000  8.253e+00
  0.3333    0.9500  8.483e+00
  0.3333    1.0000  8.728e+00
  0.3333    1.0500  9.033e+00
  0.3333    1.1000  9.326e+00
  0.3333    1.1500  9.662e+00
  0.3333    1.2000  1.008e+01
  0.3333    1.2500  1.052e+01
  0.3333    1.3000  1.103e+01
  0.3333    1.3500  1.160e+01
  0.3333    1.4000  1.228e+01
  0.3333    1.4500  1.307e+01
  0.3333    1.5000  1.403e+01
  0.3333    1.5500  1.519e+01
  0.3333    1.6000  1.674e+01
  0.3333    1.6500  1.919e+01
  0.3333    1.7000  2.422e+01
  0.3333    1.7500  4.442e+01
  0.3333    1.8000  1.272e+02
  0.3333    1.8500  5.866e+01
  0.3333    1.9000  3.527e+01
  0.3333    1.9500  3.848e+01
  0.3333    2.0000  8.218e+01
  0.3333    2.0500  1.163e+02
  0.3333    2.1000  1.132e+02
  0.3333    2.1500  7.460e+01
  0.3333    2.2000  6.172e+01
  0.3333    2.2500  6.055e+01
  0.3333    2.3000  7.732e+01
  0.3333    2.3500  7.284e+01
  0.3333    2.4000  4.531e+01
  0.3333    2.4500  2.691e+01
  0.3333    2.5000  2.315e+01
  0.3333    2.5500  2.183e+01
  0.3333    2.6000  2.047e+01
  0.3333    2.6500  1.953e+01
  0.3333    2.7000  1.915e+01
  0.3333    2.7500  2.078e+01
  0.3333    2.8000  2.577e+01
  0.3333    2.8500  3.494e+01
  0.3333    2.9000  5.200e+01
  0.3333    2.9500  7.268e+01
  0.3333    3.0000  5.680e+01
  0.3333    3.0500  2.667e+01
  0.3333    3.1000  1.427e+01
  0.3333    3.1500  1.476e+01
  0.3333    3.2000  2.509e+01
  0.3333    3.2500  5.217e+01
  0.3333    3.3000  9.143e+01
  0.3333    3.3500  7.862e+01
  0.3333    3.4000  4.535e+01
  0.3333    3.4500  2.803e+01
  0.3333    3.5000  1.940e+01
  0.3333    3.5500  1.461e+01
  0.3333    3.6000  1.165e+01
  0.3333    3.6500  9.719e+00
  0.3333    3.7000  8.371e+00
  0.3333    3.7500  7.361e+00
  0.3333    3.8000  6.565e+00
  0.3333    3.8500  5.927e+00
  0.3333    3.9000  5.432e+00
  0.3333    3.9500  5.035e+00
  0.3333    4.0000  4.706e+00
  0.3333    4.0500  4.415e+00
  0.3333    4.1000  4.125e+00
  0.3333    4.1500  3.922e+00
  0.3333    4.2000  3.707e+00
  0.3333    4.2500  3.523e+00
  0.3333    4.3000  3.361e+00
  0.3333    4.3500  3.228e+00
  0.3333    4.4000  3.071e+00
  0.3333    4.4500  2.964e+00
  0.3333    4.5000  2.870e+00
  0.3333    4.5500  2.776e+00
  0.3333    4.6000  2.684e+00
  0.3333    4.6500  2.593e+00
  0.3333    4.7000  2.524e+00
  0.3333    4.7500  2.455e+00
  0.3333    4.8000  2.374e+00
  0.3333    4.8500  2.290e+00
  0.3333    4.9000  2.227e+00
  0.3333    4.9500  2.169e+00
  0.3333    5.0000  0.000e+00

  0.3529    0.0000  6.622e+00
  0.3529    0.0500  6.621e+00
  0.3529    0.1000  6.618e+00
  0.3529    0.1500  6.649e+00
  0.3529    0.2000  6.690e+00
  0.3529    0.2500  6.712e+00
  0.3529    0.3000  6.760e+00
  0.3529    0.3500  6.818e+00
  0.3529    0.4000  6.887e+00
  0.3529    0.4500  6.949e+00
  0.3529    0.5000  7.029e+00
  0.3529    0.5500  7.132e+00
  0.3529    0.6000  7.223e+00
  0.3529    0.6500  7.332e+00
  0.3529    0.7000  7.442e+00
  0.3529    0.7500  7.581e+00
  0.3529    0.8000  7.725e+00
  0.3529    0.8500  7.877e+00
  0.3529    0.9000  8.048e+00
  0.3529    0.9500  8.266e+00
  0.3529    1.0000  8.523e+00
  0.3529    1.0500  8.783e+00
  0.3529    1.1000  9.073e+00
  0.3529    1.1500  9.430e+00
  0.3529    1.2000  9.801e+00
  0.3529    1.2500  1.022e+01
  0.3529    1.3000  1.070e+01
  0.3529    1.3500  1.127e+01
  0.3529    1.4000  1.190e+01
  0.3529    1.4500  1.267e+01
  0.3529    1.5000  1.355e+01
  0.3529    1.5500  1.468e+01
  0.3529    1.6000  1.611e+01
  0.3529    1.6500  1.820e+01
  0.3529    1.7000  2.199e+01
  0.3529    1.7500  3.590e+01
  0.3529    1.8000  1.093e+02
  0.3529    1.8500  7.767e+01
  0.3529    1.9000  3.850e+01
  0.3529    1.9500  3.918e+01
  0.3529    2.0000  8.760e+01
  0.3529    2.0500  1.157e+02
  0.3529    2.1000  1.059e+02
  0.3529    2.1500  7.296e+01
  0.3529    2.2000  5.803e+01
  0.3529    2.2500  5.128e+01
  0.3529    2.3000  6.207e+01
  0.3529    2.3500  7.778e+01
  0.3529    2.4000  6.656e+01
  0.3529    2.4500  4.015e+01
  0.3529    2.5000  2.343e+01
  0.3529    2.5500  2.241e+01
  0.3529    2.6000  2.156e+01
  0.3529    2.6500  2.078e+01
  0.3529    2.7000  2.093e+01
  0.3529    2.7500  2.455e+01
  0.3529    2.8000  3.163e+01
  0.3529    2.8500  4.548e+01
  0.3529    2.9000  6.718e+01
  0.3529    2.9500  6.725e+01
  0.3529    3.0000  3.453e+01
  0.3529    3.0500  1.611e+01
  0.3529    3.1000  1.203e+01
  0.3529    3.1500  1.438e+01
  0.3529    3.2000  2.418e+01
  0.3529    3.2500  4.968e+01
  0.3529    3.3000  8.882e+01
  0.3529    3.3500  7.909e+01
  0.3529    3.4000  4.563e+01
  0.3529    3.4500  2.794e+01
  0.3529    3.5000  1.921e+01
  0.3529    3.5500  1.439e+01
  0.3529    3.6000  1.145e+01
  0.3529    3.6500  9.529e+00
  0.3529    3.7000  8.207e+00
  0.3529    3.7500  7.194e+00
  0.3529    3.8000  6.418e+00
  0.3529    3.8500  5.808e+00
  0.3529    3.9000  5.324e+00
  0.3529    3.9500  4.939e+00
  0.3529    4.0000  4.605e+00
  0.3529    4.0500  4.314e+00
  0.3529    4.1000  4.065e+00
  0.3529    4.1500  3.828e+00
  0.3529    4.2000  3.642e+00
  0.3529    4.2500  3.459e+00
  0.3529    4.3000  3.303e+00
  0.3529    4.3500  3.161e+00
  0.3529    4.4000  3.042e+00
  0.3529    4.4500  2.910e+00
  0.3529    4.5000  2.821e+00
  0.3529    4.5500  2.728e+00
  0.3529    4.6000  2.641e+00
  0.3529    4.6500  2.564e+00
  0.3529    4.7000  2.483e+00
  0.3529    4.7500  2.420e+00
  0.3529    4.8000  2.334e+00
  0.3529    4.8500  2.266e+00
  0.3529    4.9000  2.199e+00
  0.3529    4.9500  2.139e+00
  0.3529    5.0000  0.000e+00

  0.3725    0.0000  6.473e+00
  0.3725    0.0500  6.463e+00
  0.3725    0.1000  6.464e+00
  0.3725    0.1500  6.492e+00
  0.3725    0.2000  6.533e+00
  0.3725    0.2500  6.566e+00
  0.3725    0.3000  6.593e+00
  0.3725    0.3500  6.653e+00
  0.3725    0.4000  6.719e+00
  0.3725    0.4500  6.791e+00
  0.3725    0.5000  6.856e+00
  0.3725    0.5500  6.962e+00
  0.3725    0.6000  7.049e+00
  0.3725    0.6500  7.143e+00
  0.3725    0.7000  7.270e+00
  0.3725    0.7500  7.385e+00
  0.3725    0.8000  7.508e+00
  0.3725    0.8500  7.690e+00
  0.3725    0.9000  7.846e+00
  0.3725    0.9500  8.058e+00
  0.3725    1.0000  8.287e+00
  0.3725    1.0500  8.544e+00
  0.3725    1.1000  8.845e+00
  0.3725    1.1500  9.163e+00
  0.3725    1.2000  9.538e+00
  0.3725    1.2500  9.909e+00
  0.3725    1.3000  1.039e+01
  0.3725    1.3500  1.093e+01
  0.3725    1.4000  1.153e+01
  0.3725    1.4500  1.225e+01
  0.3725    1.5000  1.313e+01
  0.3725    1.5500  1.416e+01
  0.3725    1.6000  1.549e+01
  0.3725    1.6500  1.733e+01
  0.3725    1.7000  2.053e+01
  0.3725    1.7500  3.013e+01
  0.3725    1.8000  8.000e+01
  0.3725    1.8500  1.020e+02
  0.3725    1.9000  4.279e+01
  0.3725    1.9500  4.401e+01
  0.3725    2.0000  8.948e+01
  0.3725    2.0500  1.192e+02
  0.3725    2.1000  9.926e+01
  0.3725    2.1500  7.197e+01
  0.3725    2.2000  5.522e+01
  0.3725    2.2500  4.635e+01
  0.3725    2.3000  4.834e+01
  0.3725    2.3500  6.352e+01
  0.3725    2.4000  7.753e+01
  0.3725    2.4500  6.174e+01
  0.3725    2.5000  3.548e+01
  0.3725    2.5500  2.208e+01
  0.3725    2.6000  2.250e+01
  0.3725    2.6500  2.229e+01
  0.3725    2.7000  2.460e+01
  0.3725    2.7500  2.992e+01
  0.3725    2.8000  4.083e+01
  0.3725    2.8500  6.057e+01
  0.3725    2.9000  7.270e+01
  0.3725    2.9500  4.431e+01
  0.3725    3.0000  1.965e+01
  0.3725    3.0500  1.217e+01
  0.3725    3.1000  1.092e+01
  0.3725    3.1500  1.403e+01
  0.3725    3.2000  2.335e+01
  0.3725    3.2500  4.745e+01
  0.3725    3.3000  8.627e+01
  0.3725    3.3500  7.924e+01
  0.3725    3.4000  4.577e+01
  0.3725    3.4500  2.778e+01
  0.3725    3.5000  1.896e+01
  0.3725    3.5500  1.415e+01
  0.3725    3.6000  1.124e+01
  0.3725    3.6500  9.342e+00
  0.3725    3.7000  8.012e+00
  0.3725    3.7500  7.018e+00
  0.3725    3.8000  6.276e+00
  0.3725    3.8500  5.681e+00
  0.3725    3.9000  5.211e+00
  0.3725    3.9500  4.834e+00
  0.3725    4.0000  4.510e+00
  0.3725    4.0500  4.232e+00
  0.3725    4.1000  3.976e+00
  0.3725    4.1500  3.769e+00
  0.3725    4.2000  3.559e+00
  0.3725    4.2500  3.391e+00
  0.3725    4.3000  3.240e+00
  0.3725    4.3500  3.103e+00
  0.3725    4.4000  2.978e+00
  0.3725    4.4500  2.877e+00
  0.3725    4.5000  2.767e+00
  0.3725    4.5500  2.677e+00
  0.3725    4.6000  2.607e+00
  0.3725    4.6500  2.517e+00
  0.3725    4.7000  2.457e+00
  0.3725    4.7500  2.365e+00
  0.3725    4.8000  2.302e+00
  0.3725    4.8500  2.234e+00
  0.3725    4.9000  2.174e+00
  0.3725    4.9500  2.121e+00
  0.3725    5.0000  0.000e+00

  0.3922    0.0000  6.302e+00
  0.3922    0.0500  6.314e+00
  0.3922    0.1000  6.313e+00
  0.3922    0.1500  6.335e+00
  0.3922    0.2000  6.374e+00
  0.3922    0.2500  6.407e+00
  0.3922    0.3000  6.441e+00
  0.3922    0.3500  6.496e+00
  0.3922    0.4000  6.551e+00
  0.3922    0.4500  6.619e+00
  0.3922    0.5000  6.707e+00
  0.3922    0.5500  6.781e+00
  0.3922    0.6000  6.887e+00
  0.3922    0.6500  6.963e+00
  0.3922    0.7000  7.077e+00
  0.3922    0.7500  7.191e+00
  0.3922    0.8000  7.319e+00
  0.3922    0.8500  7.484e+00
  0.3922    0.9000  7.651e+00
  0.3922    0.9500  7.839e+00
  0.3922    1.0000  8.057e+00
  0.3922    1.0500  8.322e+00
  0.3922    1.1000  8.587e+00
  0.3922    1.1500  8.922e+00
  0.3922    1.2000  9.249e+00
  0.3922    1.2500  9.635e+00
  0.3922    1.3000  1.008e+01
  0.3922    1.3500  1.062e+01
  0.3922    1.4000  1.118e+01
  0.3922    1.4500  1.187e+01
  0.3922    1.5000  1.273e+01
  0.3922    1.5500  1.375e+01
  0.3922    1.6000  1.495e+01
  0.3922    1.6500  1.657e+01
  0.3922    1.7000  1.930e+01
  0.3922    1.7500  2.616e+01
  0.3922    1.8000  5.393e+01
  0.3922    1.8500  1.214e+02
  0.3922    1.9000  5.157e+01
  0.3922    1.9500  5.317e+01
  0.3922    2.0000  8.688e+01
  0.3922    2.0500  1.212e+02
  0.3922    2.1000  9.350e+01
  0.3922    2.1500  7.100e+01
  0.3922    2.2000  5.291e+01
  0.3922    2.2500  4.290e+01
  0.3922    2.3000  4.001e+01
  0.3922    2.3500  4.875e+01
  0.3922    2.4000  6.516e+01
  0.3922    2.4500  7.641e+01
  0.3922    2.5000  5.747e+01
  0.3922    2.5500  3.128e+01
  0.3922    2.6000  2.486e+01
  0.3922    2.6500  2.605e+01
  0.3922    2.7000  2.985e+01
  0.3922    2.7500  3.827e+01
  0.3922    2.8000  5.468e+01
  0.3922    2.8500  7.341e+01
  0.3922    2.9000  5.457e+01
  0.3922    2.9500  2.466e+01
  0.3922    3.0000  1.291e+01
  0.3922    3.0500  1.073e+01
  0.3922    3.1000  1.074e+01
  0.3922    3.1500  1.375e+01
  0.3922    3.2000  2.260e+01
  0.3922    3.2500  4.550e+01
  0.3922    3.3000  8.384e+01
  0.3922    3.3500  7.908e+01
  0.3922    3.4000  4.573e+01
  0.3922    3.4500  2.752e+01
  0.3922    3.5000  1.867e+01
  0.3922    3.5500  1.388e+01
  0.3922    3.6000  1.101e+01
  0.3922    3.6500  9.133e+00
  0.3922    3.7000  7.817e+00
  0.3922    3.7500  6.836e+00
  0.3922    3.8000  6.121e+00
  0.3922    3.8500  5.548e+00
  0.3922    3.9000  5.097e+00
  0.3922    3.9500  4.724e+00
  0.3922    4.0000  4.410e+00
  0.3922    4.0500  4.147e+00
  0.3922    4.1000  3.896e+00
  0.3922    4.1500  3.686e+00
  0.3922    4.2000  3.500e+00
  0.3922    4.2500  3.312e+00
  0.3922    4.3000  3.184e+00
  0.3922    4.3500  3.045e+00
  0.3922    4.4000  2.933e+00
  0.3922    4.4500  2.811e+00
  0.3922    4.5000  2.727e+00
  0.3922    4.5500  2.637e+00
  0.3922    4.6000  2.557e+00
  0.3922    4.6500  2.481e+00
  0.3922    4.7000  2.401e+00
  0.3922    4.7500  2.338e+00
  0.3922    4.8000  2.261e+00
  0.3922    4.8500  2.204e+00
  0.3922    4.9000  2.143e+00
  0.3922    4.9500  2.089e+00
  0.3922    5.0000  0.000e+00

  0.4118    0.0000  6.154e+00
  0.4118    0.0500  6.155e+00
  0.4118    0.1000  6.174e+00
  0.4118    0.1500  6.177e+00
  0.4118    0.2000  6.215e+00
  0.4118    0.2500  6.247e+00
  0.4118    0.3000  6.298e+00
  0.4118    0.3500  6.347e+00
  0.4118    0.4000  6.391e+00
  0.4118    0.4500  6.458e+00
  0.4118    0.5000  6.530e+00
  0.4118    0.5500  6.625e+00
  0.4118    0.6000  6.707e+00
  0.4118    0.6500  6.785e+00
  0.4118    0.7000  6.899e+00
  0.4118    0.7500  7.014e+00
  0.4118    0.8000  7.171e+00
  0.4118    0.8500  7.298e+00
  0.4118    0.9000  7.458e+00
  0.4118    0.9500  7.676e+00
  0.4118    1.0000  7.899e+00
  0.4118    1.0500  8.141e+00
  0.4118    1.1000  8.450e+00
  0.4118    1.1500  8.751e+00
  0.4118    1.2000  9.093e+00
  0.4118    1.2500  9.480e+00
  0.4118    1.3000  9.919e+00
  0.4118    1.3500  1.045e+01
  0.4118    1.4000  1.102e+01
  0.4118    1.4500  1.167e+01
  0.4118    1.5000  1.252e+01
  0.4118    1.5500  1.351e+01
  0.4118    1.6000  1.473e+01
  0.4118    1.6500  1.619e+01
  0.4118    1.7000  1.826e+01
  0.4118    1.7500  2.321e+01
  0.4118    1.8000  4.100e+01
  0.4118    1.8500  1.199e+02
  0.4118    1.9000  6.577e+01
  0.4118    1.9500  6.627e+01
  0.4118    2.0000  8.237e+01
  0.4118    2.0500  1.213e+02
  0.4118    2.1000  8.896e+01
  0.4118    2.1500  6.993e+01
  0.4118    2.2000  5.121e+01
  0.4118    2.2500  4.062e+01
  0.4118    2.3000  3.628e+01
  0.4118    2.3500  3.867e+01
  0.4118    2.4000  4.951e+01
  0.4118    2.4500  6.706e+01
  0.4118    2.5000  7.421e+01
  0.4118    2.5500  5.255e+01
  0.4118    2.6000  2.876e+01
  0.4118    2.6500  3.145e+01
  0.4118    2.7000  3.778e+01
  0.4118    2.7500  5.112e+01
  0.4118    2.8000  7.086e+01
  0.4118    2.8500  6.386e+01
  0.4118    2.9000  3.078e+01
  0.4118    2.9500  1.428e+01
  0.4118    3.0000  1.103e+01
  0.4118    3.0500  9.989e+00
  0.4118    3.1000  1.059e+01
  0.4118    3.1500  1.353e+01
  0.4118    3.2000  2.194e+01
  0.4118    3.2500  4.381e+01
  0.4118    3.3000  8.162e+01
  0.4118    3.3500  7.862e+01
  0.4118    3.4000  4.549e+01
  0.4118    3.4500  2.719e+01
  0.4118    3.5000  1.833e+01
  0.4118    3.5500  1.360e+01
  0.4118    3.6000  1.076e+01
  0.4118    3.6500  8.908e+00
  0.4118    3.7000  7.606e+00
  0.4118    3.7500  6.665e+00
  0.4118    3.8000  5.955e+00
  0.4118    3.8500  5.406e+00
  0.4118    3.9000  4.980e+00
  0.4118    3.9500  4.609e+00
  0.4118    4.0000  4.315e+00
  0.4118    4.0500  4.041e+00
  0.4118    4.1000  3.818e+00
  0.4118    4.1500  3.598e+00
  0.4118    4.2000  3.418e+00
  0.4118    4.2500  3.262e+00
  0.4118    4.3000  3.103e+00
  0.4118    4.3500  3.007e+00
  0.4118    4.4000  2.879e+00
  0.4118    4.4500  2.756e+00
  0.4118    4.5000  2.677e+00
  0.4118    4.5500  2.593e+00
  0.4118    4.6000  2.518e+00
  0.4118    4.6500  2.431e+00
  0.4118    4.7000  2.357e+00
  0.4118    4.7500  2.302e+00
  0.4118    4.8000  2.226e+00
  0.4118    4.8500  2.171e+00
  0.4118    4.9000  2.112e+00
  0.4118    4.9500  2.057e+00
  0.4118    5.0000  0.000e+00

  0.4314    0.0000  6.039e+00
  0.4314    0.0500  6.065e+00
  0.4314    0.1000  6.070e+00
  0.4314    0.1500  6.095e+00
  0.4314    0.2000  6.114e+00
  0.4314    0.2500  6.156e+00
  0.4314    0.3000  6.192e+00
  0.4314    0.3500  6.232e+00
  0.4314    0.4000  6.294e+00
  0.4314    0.4500  6.363e+00
  0.4314    0.5000  6.424e+00
  0.4314    0.5500  6.510e+00
  0.4314    0.6000  6.600e+00
  0.4314    0.6500  6.694e+00
  0.4314    0.7000  6.806e+00
  0.4314    0.7500  6.918e+00
  0.4314    0.8000  7.040e+00
  0.4314    0.8500  7.179e+00
  0.4314    0.9000  7.356e+00
  0.4314    0.9500  7.571e+00
  0.4314    1.0000  7.761e+00
  0.4314    1.0500  8.035e+00
  0.4314    1.1000  8.293e+00
  0.4314    1.1500  8.615e+00
  0.4314    1.2000  8.959e+00
  0.4314    1.2500  9.316e+00
  0.4314    1.3000  9.769e+00
  0.4314    1.3500  1.028e+01
  0.4314    1.4000  1.083e+01
  0.4314    1.4500  1.148e+01
  0.4314    1.5000  1.231e+01
  0.4314    1.5500  1.329e+01
  0.4314    1.6000  1.447e+01
  0.4314    1.6500  1.589e+01
  0.4314    1.7000  1.783e+01
  0.4314    1.7500  2.111e+01
  0.4314    1.8000  3.289e+01
  0.4314    1.8500  9.620e+01
  0.4314    1.9000  8.739e+01
  0.4314    1.9500  7.798e+01
  0.4314    2.0000  7.757e+01
  0.4314    2.0500  1.199e+02
  0.4314    2.1000  8.755e+01
  0.4314    2.1500  6.881e+01
  0.4314    2.2000  4.987e+01
  0.4314    2.2500  3.878e+01
  0.4314    2.3000  3.357e+01
  0.4314    2.3500  3.196e+01
  0.4314    2.4000  3.860e+01
  0.4314    2.4500  5.073e+01
  0.4314    2.5000  6.902e+01
  0.4314    2.5500  7.158e+01
  0.4314    2.6000  4.775e+01
  0.4314    2.6500  3.892e+01
  0.4314    2.7000  4.996e+01
  0.4314    2.7500  6.854e+01
  0.4314    2.8000  7.091e+01
  0.4314    2.8500  3.825e+01
  0.4314    2.9000  1.669e+01
  0.4314    2.9500  1.173e+01
  0.4314    3.0000  1.016e+01
  0.4314    3.0500  9.561e+00
  0.4314    3.1000  1.043e+01
  0.4314    3.1500  1.330e+01
  0.4314    3.2000  2.139e+01
  0.4314    3.2500  4.238e+01
  0.4314    3.3000  7.960e+01
  0.4314    3.3500  7.783e+01
  0.4314    3.4000  4.506e+01
  0.4314    3.4500  2.676e+01
  0.4314    3.5000  1.797e+01
  0.4314    3.5500  1.328e+01
  0.4314    3.6000  1.050e+01
  0.4314    3.6500  8.676e+00
  0.4314    3.7000  7.405e+00
  0.4314    3.7500  6.456e+00
  0.4314    3.8000  5.801e+00
  0.4314    3.8500  5.276e+00
