# spin-wave spectrum computed from ComputeSpinWave.java code
# computed at : 2015/01/22 16:07:56
# check out https://github.com/Eunsong/SpinDynamicsSimulator for most recent updates
#      k     omega  S[k][w]
  0.2178    2.7500  9.246e-01
  0.2178    2.8000  9.619e-01
  0.2178    2.8500  1.044e+00
  0.2178    2.9000  1.124e+00
  0.2178    2.9500  1.075e+00
  0.2178    3.0000  9.467e-01
  0.2178    3.0500  7.425e-01
  0.2178    3.1000  5.246e-01
  0.2178    3.1500  4.987e-01
  0.2178    3.2000  5.815e-01
  0.2178    3.2500  6.578e-01
  0.2178    3.3000  7.054e-01
  0.2178    3.3500  7.630e-01
  0.2178    3.4000  7.770e-01
  0.2178    3.4500  7.129e-01
  0.2178    3.5000  6.622e-01
  0.2178    3.5500  6.585e-01
  0.2178    3.6000  7.053e-01
  0.2178    3.6500  7.459e-01
  0.2178    3.7000  7.845e-01
  0.2178    3.7500  7.242e-01
  0.2178    3.8000  6.898e-01
  0.2178    3.8500  7.320e-01
  0.2178    3.9000  7.401e-01
  0.2178    3.9500  6.874e-01
  0.2178    4.0000  6.476e-01
  0.2178    4.0500  6.788e-01
  0.2178    4.1000  7.101e-01
  0.2178    4.1500  6.866e-01
  0.2178    4.2000  6.216e-01
  0.2178    4.2500  5.338e-01
  0.2178    4.3000  4.449e-01
  0.2178    4.3500  3.856e-01
  0.2178    4.4000  3.622e-01
  0.2178    4.4500  4.059e-01
  0.2178    4.5000  4.318e-01
  0.2178    4.5500  4.677e-01
  0.2178    4.6000  5.083e-01
  0.2178    4.6500  5.108e-01
  0.2178    4.7000  5.344e-01
  0.2178    4.7500  5.364e-01
  0.2178    4.8000  5.729e-01
  0.2178    4.8500  6.144e-01
  0.2178    4.9000  6.206e-01
  0.2178    4.9500  6.378e-01
  0.2178    5.0000  0.000e+00

  0.2277    0.0000  5.279e-01
  0.2277    0.0500  5.294e-01
  0.2277    0.1000  5.052e-01
  0.2277    0.1500  4.997e-01
  0.2277    0.2000  5.291e-01
  0.2277    0.2500  5.321e-01
  0.2277    0.3000  5.444e-01
  0.2277    0.3500  5.379e-01
  0.2277    0.4000  5.435e-01
  0.2277    0.4500  5.251e-01
  0.2277    0.5000  5.230e-01
  0.2277    0.5500  5.414e-01
  0.2277    0.6000  5.824e-01
  0.2277    0.6500  5.033e-01
  0.2277    0.7000  5.542e-01
  0.2277    0.7500  5.546e-01
  0.2277    0.8000  5.676e-01
  0.2277    0.8500  6.216e-01
  0.2277    0.9000  6.047e-01
  0.2277    0.9500  6.629e-01
  0.2277    1.0000  7.088e-01
  0.2277    1.0500  6.930e-01
  0.2277    1.1000  7.213e-01
  0.2277    1.1500  8.133e-01
  0.2277    1.2000  8.558e-01
  0.2277    1.2500  8.660e-01
  0.2277    1.3000  1.260e+00
  0.2277    1.3500  1.378e+00
  0.2277    1.4000  1.730e+00
  0.2277    1.4500  2.272e+00
  0.2277    1.5000  3.121e+00
  0.2277    1.5500  4.777e+00
  0.2277    1.6000  8.570e+00
  0.2277    1.6500  1.937e+01
  0.2277    1.7000  5.926e+01
  0.2277    1.7500  8.574e+01
  0.2277    1.8000  6.085e+01
  0.2277    1.8500  2.283e+01
  0.2277    1.9000  1.125e+01
  0.2277    1.9500  6.850e+00
  0.2277    2.0000  4.819e+00
  0.2277    2.0500  3.807e+00
  0.2277    2.1000  3.041e+00
  0.2277    2.1500  2.435e+00
  0.2277    2.2000  2.003e+00
  0.2277    2.2500  1.672e+00
  0.2277    2.3000  1.337e+00
  0.2277    2.3500  1.364e+00
  0.2277    2.4000  1.317e+00
  0.2277    2.4500  1.263e+00
  0.2277    2.5000  1.208e+00
  0.2277    2.5500  1.162e+00
  0.2277    2.6000  1.121e+00
  0.2277    2.6500  1.154e+00
  0.2277    2.7000  1.148e+00
  0.2277    2.7500  1.007e+00
  0.2277    2.8000  9.078e-01
  0.2277    2.8500  9.720e-01
  0.2277    2.9000  1.008e+00
  0.2277    2.9500  1.026e+00
  0.2277    3.0000  1.077e+00
  0.2277    3.0500  1.118e+00
  0.2277    3.1000  1.009e+00
  0.2277    3.1500  8.582e-01
  0.2277    3.2000  6.079e-01
  0.2277    3.2500  5.237e-01
  0.2277    3.3000  6.047e-01
  0.2277    3.3500  6.603e-01
  0.2277    3.4000  6.849e-01
  0.2277    3.4500  7.192e-01
  0.2277    3.5000  7.403e-01
  0.2277    3.5500  7.145e-01
  0.2277    3.6000  6.695e-01
  0.2277    3.6500  6.995e-01
  0.2277    3.7000  7.290e-01
  0.2277    3.7500  7.414e-01
  0.2277    3.8000  7.253e-01
  0.2277    3.8500  6.933e-01
  0.2277    3.9000  6.907e-01
  0.2277    3.9500  6.658e-01
  0.2277    4.0000  6.015e-01
  0.2277    4.0500  5.968e-01
  0.2277    4.1000  6.369e-01
  0.2277    4.1500  7.064e-01
  0.2277    4.2000  7.325e-01
  0.2277    4.2500  7.552e-01
  0.2277    4.3000  7.045e-01
  0.2277    4.3500  6.219e-01
  0.2277    4.4000  5.114e-01
  0.2277    4.4500  4.527e-01
  0.2277    4.5000  3.802e-01
  0.2277    4.5500  3.769e-01
  0.2277    4.6000  4.078e-01
  0.2277    4.6500  4.641e-01
  0.2277    4.7000  4.858e-01
  0.2277    4.7500  5.185e-01
  0.2277    4.8000  5.309e-01
  0.2277    4.8500  5.575e-01
  0.2277    4.9000  5.794e-01
  0.2277    4.9500  5.949e-01
  0.2277    5.0000  0.000e+00

  0.2376    0.0000  5.204e-01
  0.2376    0.0500  5.481e-01
  0.2376    0.1000  5.263e-01
  0.2376    0.1500  5.164e-01
  0.2376    0.2000  5.465e-01
  0.2376    0.2500  5.137e-01
  0.2376    0.3000  4.879e-01
  0.2376    0.3500  5.286e-01
  0.2376    0.4000  5.280e-01
  0.2376    0.4500  5.526e-01
  0.2376    0.5000  5.675e-01
  0.2376    0.5500  5.197e-01
  0.2376    0.6000  5.173e-01
  0.2376    0.6500  5.220e-01
  0.2376    0.7000  5.633e-01
  0.2376    0.7500  5.386e-01
  0.2376    0.8000  5.970e-01
  0.2376    0.8500  6.005e-01
  0.2376    0.9000  5.830e-01
  0.2376    0.9500  6.270e-01
  0.2376    1.0000  5.958e-01
  0.2376    1.0500  6.398e-01
  0.2376    1.1000  6.513e-01
  0.2376    1.1500  7.308e-01
  0.2376    1.2000  7.734e-01
  0.2376    1.2500  8.295e-01
  0.2376    1.3000  9.061e-01
  0.2376    1.3500  8.700e-01
  0.2376    1.4000  1.224e+00
  0.2376    1.4500  1.316e+00
  0.2376    1.5000  1.588e+00
  0.2376    1.5500  2.025e+00
  0.2376    1.6000  2.789e+00
  0.2376    1.6500  4.097e+00
  0.2376    1.7000  6.734e+00
  0.2376    1.7500  1.328e+01
  0.2376    1.8000  3.474e+01
  0.2376    1.8500  8.001e+01
  0.2376    1.9000  7.911e+01
  0.2376    1.9500  3.788e+01
  0.2376    2.0000  1.629e+01
  0.2376    2.0500  9.046e+00
  0.2376    2.1000  5.993e+00
  0.2376    2.1500  4.478e+00
  0.2376    2.2000  3.631e+00
  0.2376    2.2500  2.809e+00
  0.2376    2.3000  2.313e+00
  0.2376    2.3500  1.929e+00
  0.2376    2.4000  1.508e+00
  0.2376    2.4500  1.365e+00
  0.2376    2.5000  1.362e+00
  0.2376    2.5500  1.291e+00
  0.2376    2.6000  1.246e+00
  0.2376    2.6500  1.224e+00
  0.2376    2.7000  1.209e+00
  0.2376    2.7500  1.197e+00
  0.2376    2.8000  1.205e+00
  0.2376    2.8500  1.075e+00
  0.2376    2.9000  9.126e-01
  0.2376    2.9500  9.257e-01
  0.2376    3.0000  9.717e-01
  0.2376    3.0500  1.026e+00
  0.2376    3.1000  1.113e+00
  0.2376    3.1500  1.175e+00
  0.2376    3.2000  1.103e+00
  0.2376    3.2500  9.351e-01
  0.2376    3.3000  6.856e-01
  0.2376    3.3500  5.247e-01
  0.2376    3.4000  5.646e-01
  0.2376    3.4500  6.235e-01
  0.2376    3.5000  7.126e-01
  0.2376    3.5500  7.496e-01
  0.2376    3.6000  7.330e-01
  0.2376    3.6500  6.648e-01
  0.2376    3.7000  6.728e-01
  0.2376    3.7500  7.112e-01
  0.2376    3.8000  7.420e-01
  0.2376    3.8500  7.194e-01
  0.2376    3.9000  6.759e-01
  0.2376    3.9500  6.506e-01
  0.2376    4.0000  5.872e-01
  0.2376    4.0500  5.647e-01
  0.2376    4.1000  6.175e-01
  0.2376    4.1500  6.223e-01
  0.2376    4.2000  6.602e-01
  0.2376    4.2500  7.080e-01
  0.2376    4.3000  7.673e-01
  0.2376    4.3500  7.854e-01
  0.2376    4.4000  7.305e-01
  0.2376    4.4500  6.986e-01
  0.2376    4.5000  5.935e-01
  0.2376    4.5500  4.973e-01
  0.2376    4.6000  4.452e-01
  0.2376    4.6500  3.854e-01
  0.2376    4.7000  4.000e-01
  0.2376    4.7500  4.733e-01
  0.2376    4.8000  4.854e-01
  0.2376    4.8500  5.113e-01
  0.2376    4.9000  5.244e-01
  0.2376    4.9500  5.632e-01
  0.2376    5.0000  0.000e+00

  0.2475    0.0000  5.418e-01
  0.2475    0.0500  5.309e-01
  0.2475    0.1000  5.042e-01
  0.2475    0.1500  5.228e-01
  0.2475    0.2000  5.107e-01
  0.2475    0.2500  5.459e-01
  0.2475    0.3000  5.256e-01
  0.2475    0.3500  5.316e-01
  0.2475    0.4000  5.441e-01
  0.2475    0.4500  5.663e-01
  0.2475    0.5000  5.158e-01
  0.2475    0.5500  5.148e-01
  0.2475    0.6000  5.313e-01
  0.2475    0.6500  5.602e-01
  0.2475    0.7000  5.307e-01
  0.2475    0.7500  5.636e-01
  0.2475    0.8000  5.797e-01
  0.2475    0.8500  5.397e-01
  0.2475    0.9000  5.580e-01
  0.2475    0.9500  5.856e-01
  0.2475    1.0000  5.671e-01
  0.2475    1.0500  6.534e-01
  0.2475    1.1000  6.088e-01
  0.2475    1.1500  6.759e-01
  0.2475    1.2000  7.140e-01
  0.2475    1.2500  7.265e-01
  0.2475    1.3000  7.029e-01
  0.2475    1.3500  7.842e-01
  0.2475    1.4000  8.515e-01
  0.2475    1.4500  8.957e-01
  0.2475    1.5000  1.042e+00
  0.2475    1.5500  1.355e+00
  0.2475    1.6000  1.546e+00
  0.2475    1.6500  1.910e+00
  0.2475    1.7000  2.533e+00
  0.2475    1.7500  3.522e+00
  0.2475    1.8000  5.434e+00
  0.2475    1.8500  9.687e+00
  0.2475    1.9000  2.154e+01
  0.2475    1.9500  5.870e+01
  0.2475    2.0000  7.501e+01
  0.2475    2.0500  6.076e+01
  0.2475    2.1000  2.536e+01
  0.2475    2.1500  1.255e+01
  0.2475    2.2000  7.638e+00
  0.2475    2.2500  5.360e+00
  0.2475    2.3000  4.222e+00
  0.2475    2.3500  3.293e+00
  0.2475    2.4000  2.669e+00
  0.2475    2.4500  2.194e+00
  0.2475    2.5000  1.778e+00
  0.2475    2.5500  1.423e+00
  0.2475    2.6000  1.426e+00
  0.2475    2.6500  1.376e+00
  0.2475    2.7000  1.310e+00
  0.2475    2.7500  1.255e+00
  0.2475    2.8000  1.199e+00
  0.2475    2.8500  1.208e+00
  0.2475    2.9000  1.228e+00
  0.2475    2.9500  1.137e+00
  0.2475    3.0000  1.004e+00
  0.2475    3.0500  9.826e-01
  0.2475    3.1000  1.037e+00
  0.2475    3.1500  1.047e+00
  0.2475    3.2000  1.092e+00
  0.2475    3.2500  1.159e+00
  0.2475    3.3000  1.157e+00
  0.2475    3.3500  1.010e+00
  0.2475    3.4000  7.773e-01
  0.2475    3.4500  6.502e-01
  0.2475    3.5000  5.717e-01
  0.2475    3.5500  6.042e-01
  0.2475    3.6000  6.967e-01
  0.2475    3.6500  7.182e-01
  0.2475    3.7000  6.914e-01
  0.2475    3.7500  6.612e-01
  0.2475    3.8000  6.928e-01
  0.2475    3.8500  7.200e-01
  0.2475    3.9000  6.921e-01
  0.2475    3.9500  6.245e-01
  0.2475    4.0000  5.656e-01
  0.2475    4.0500  5.585e-01
  0.2475    4.1000  5.829e-01
  0.2475    4.1500  5.847e-01
  0.2475    4.2000  6.297e-01
  0.2475    4.2500  6.507e-01
  0.2475    4.3000  6.859e-01
  0.2475    4.3500  7.196e-01
  0.2475    4.4000  7.729e-01
  0.2475    4.4500  8.033e-01
  0.2475    4.5000  7.952e-01
  0.2475    4.5500  7.324e-01
  0.2475    4.6000  6.564e-01
  0.2475    4.6500  5.316e-01
  0.2475    4.7000  4.828e-01
  0.2475    4.7500  4.187e-01
  0.2475    4.8000  3.933e-01
  0.2475    4.8500  4.175e-01
  0.2475    4.9000  4.729e-01
  0.2475    4.9500  5.114e-01
  0.2475    5.0000  0.000e+00

  0.2574    0.0000  5.490e-01
  0.2574    0.0500  5.275e-01
  0.2574    0.1000  5.289e-01
  0.2574    0.1500  4.969e-01
  0.2574    0.2000  5.180e-01
  0.2574    0.2500  5.443e-01
  0.2574    0.3000  5.352e-01
  0.2574    0.3500  5.463e-01
  0.2574    0.4000  5.116e-01
  0.2574    0.4500  5.202e-01
  0.2574    0.5000  5.125e-01
  0.2574    0.5500  5.466e-01
  0.2574    0.6000  5.345e-01
  0.2574    0.6500  5.591e-01
  0.2574    0.7000  5.794e-01
  0.2574    0.7500  5.042e-01
  0.2574    0.8000  5.249e-01
  0.2574    0.8500  5.418e-01
  0.2574    0.9000  5.581e-01
  0.2574    0.9500  5.723e-01
  0.2574    1.0000  5.755e-01
  0.2574    1.0500  6.106e-01
  0.2574    1.1000  6.105e-01
  0.2574    1.1500  6.041e-01
  0.2574    1.2000  6.100e-01
  0.2574    1.2500  6.302e-01
  0.2574    1.3000  6.549e-01
  0.2574    1.3500  7.050e-01
  0.2574    1.4000  7.636e-01
  0.2574    1.4500  8.069e-01
  0.2574    1.5000  8.717e-01
  0.2574    1.5500  9.357e-01
  0.2574    1.6000  9.180e-01
  0.2574    1.6500  1.330e+00
  0.2574    1.7000  1.446e+00
  0.2574    1.7500  1.763e+00
  0.2574    1.8000  2.265e+00
  0.2574    1.8500  3.115e+00
  0.2574    1.9000  4.580e+00
  0.2574    1.9500  7.514e+00
  0.2574    2.0000  1.461e+01
  0.2574    2.0500  3.632e+01
  0.2574    2.1000  7.148e+01
  0.2574    2.1500  7.128e+01
  0.2574    2.2000  4.076e+01
  0.2574    2.2500  1.819e+01
  0.2574    2.3000  1.010e+01
  0.2574    2.3500  6.662e+00
  0.2574    2.4000  4.959e+00
  0.2574    2.4500  3.956e+00
  0.2574    2.5000  3.070e+00
  0.2574    2.5500  2.525e+00
  0.2574    2.6000  2.004e+00
  0.2574    2.6500  1.595e+00
  0.2574    2.7000  1.444e+00
  0.2574    2.7500  1.388e+00
  0.2574    2.8000  1.375e+00
  0.2574    2.8500  1.322e+00
  0.2574    2.9000  1.294e+00
  0.2574    2.9500  1.279e+00
  0.2574    3.0000  1.261e+00
  0.2574    3.0500  1.220e+00
  0.2574    3.1000  1.036e+00
  0.2574    3.1500  9.782e-01
  0.2574    3.2000  1.026e+00
  0.2574    3.2500  1.055e+00
  0.2574    3.3000  1.106e+00
  0.2574    3.3500  1.187e+00
  0.2574    3.4000  1.225e+00
  0.2574    3.4500  1.072e+00
  0.2574    3.5000  8.496e-01
  0.2574    3.5500  6.906e-01
  0.2574    3.6000  6.122e-01
  0.2574    3.6500  6.285e-01
  0.2574    3.7000  6.856e-01
  0.2574    3.7500  6.746e-01
  0.2574    3.8000  6.323e-01
  0.2574    3.8500  6.572e-01
  0.2574    3.9000  7.036e-01
  0.2574    3.9500  6.154e-01
  0.2574    4.0000  5.505e-01
  0.2574    4.0500  5.550e-01
  0.2574    4.1000  5.680e-01
  0.2574    4.1500  5.799e-01
  0.2574    4.2000  6.070e-01
  0.2574    4.2500  6.356e-01
  0.2574    4.3000  6.448e-01
  0.2574    4.3500  6.899e-01
  0.2574    4.4000  6.994e-01
  0.2574    4.4500  7.185e-01
  0.2574    4.5000  7.346e-01
  0.2574    4.5500  8.170e-01
  0.2574    4.6000  8.234e-01
  0.2574    4.6500  7.521e-01
  0.2574    4.7000  7.015e-01
  0.2574    4.7500  6.128e-01
  0.2574    4.8000  5.288e-01
  0.2574    4.8500  4.517e-01
  0.2574    4.9000  4.145e-01
  0.2574    4.9500  4.297e-01
  0.2574    5.0000  0.000e+00

  0.2673    0.0000  5.385e-01
  0.2673    0.0500  5.279e-01
  0.2673    0.1000  5.022e-01
  0.2673    0.1500  5.341e-01
  0.2673    0.2000  5.042e-01
  0.2673    0.2500  5.492e-01
  0.2673    0.3000  5.508e-01
  0.2673    0.3500  5.088e-01
  0.2673    0.4000  5.578e-01
  0.2673    0.4500  5.178e-01
  0.2673    0.5000  5.151e-01
  0.2673    0.5500  5.419e-01
  0.2673    0.6000  5.537e-01
  0.2673    0.6500  5.100e-01
  0.2673    0.7000  5.180e-01
  0.2673    0.7500  5.447e-01
  0.2673    0.8000  5.302e-01
  0.2673    0.8500  5.555e-01
  0.2673    0.9000  5.427e-01
  0.2673    0.9500  5.853e-01
  0.2673    1.0000  6.048e-01
  0.2673    1.0500  5.698e-01
  0.2673    1.1000  5.662e-01
  0.2673    1.1500  5.656e-01
  0.2673    1.2000  6.167e-01
  0.2673    1.2500  5.715e-01
  0.2673    1.3000  6.587e-01
  0.2673    1.3500  6.576e-01
  0.2673    1.4000  7.171e-01
  0.2673    1.4500  7.470e-01
  0.2673    1.5000  7.639e-01
  0.2673    1.5500  7.619e-01
  0.2673    1.6000  8.516e-01
  0.2673    1.6500  9.000e-01
  0.2673    1.7000  9.027e-01
  0.2673    1.7500  1.167e+00
  0.2673    1.8000  1.473e+00
  0.2673    1.8500  1.693e+00
  0.2673    1.9000  2.116e+00
  0.2673    1.9500  2.829e+00
  0.2673    2.0000  3.920e+00
  0.2673    2.0500  5.994e+00
  0.2673    2.1000  1.062e+01
  0.2673    2.1500  2.317e+01
  0.2673    2.2000  5.673e+01
  0.2673    2.2500  6.749e+01
  0.2673    2.3000  5.928e+01
  0.2673    2.3500  2.754e+01
  0.2673    2.4000  1.382e+01
  0.2673    2.4500  8.385e+00
  0.2673    2.5000  5.882e+00
  0.2673    2.5500  4.569e+00
  0.2673    2.6000  3.540e+00
  0.2673    2.6500  2.924e+00
  0.2673    2.7000  2.319e+00
  0.2673    2.7500  1.798e+00
  0.2673    2.8000  1.528e+00
  0.2673    2.8500  1.508e+00
  0.2673    2.9000  1.441e+00
  0.2673    2.9500  1.374e+00
  0.2673    3.0000  1.348e+00
  0.2673    3.0500  1.283e+00
  0.2673    3.1000  1.316e+00
  0.2673    3.1500  1.245e+00
  0.2673    3.2000  1.089e+00
  0.2673    3.2500  1.044e+00
  0.2673    3.3000  1.058e+00
  0.2673    3.3500  1.082e+00
  0.2673    3.4000  1.114e+00
  0.2673    3.4500  1.148e+00
  0.2673    3.5000  1.233e+00
  0.2673    3.5500  1.110e+00
  0.2673    3.6000  9.191e-01
  0.2673    3.6500  8.132e-01
  0.2673    3.7000  6.984e-01
  0.2673    3.7500  6.143e-01
  0.2673    3.8000  6.244e-01
  0.2673    3.8500  6.051e-01
  0.2673    3.9000  6.296e-01
  0.2673    3.9500  6.310e-01
  0.2673    4.0000  5.497e-01
  0.2673    4.0500  5.275e-01
  0.2673    4.1000  5.563e-01
  0.2673    4.1500  5.686e-01
  0.2673    4.2000  6.060e-01
  0.2673    4.2500  6.115e-01
  0.2673    4.3000  6.468e-01
  0.2673    4.3500  6.616e-01
  0.2673    4.4000  6.772e-01
  0.2673    4.4500  6.854e-01
  0.2673    4.5000  7.114e-01
  0.2673    4.5500  7.271e-01
  0.2673    4.6000  7.610e-01
  0.2673    4.6500  8.060e-01
  0.2673    4.7000  8.496e-01
  0.2673    4.7500  8.237e-01
  0.2673    4.8000  7.501e-01
  0.2673    4.8500  6.693e-01
  0.2673    4.9000  5.767e-01
  0.2673    4.9500  4.913e-01
  0.2673    5.0000  0.000e+00

  0.2772    0.0000  5.383e-01
  0.2772    0.0500  5.296e-01
  0.2772    0.1000  5.410e-01
  0.2772    0.1500  5.397e-01
  0.2772    0.2000  5.427e-01
  0.2772    0.2500  5.210e-01
  0.2772    0.3000  5.254e-01
  0.2772    0.3500  5.179e-01
  0.2772    0.4000  5.523e-01
  0.2772    0.4500  5.393e-01
  0.2772    0.5000  5.612e-01
  0.2772    0.5500  5.016e-01
  0.2772    0.6000  5.385e-01
  0.2772    0.6500  5.250e-01
  0.2772    0.7000  5.133e-01
  0.2772    0.7500  5.512e-01
  0.2772    0.8000  5.539e-01
  0.2772    0.8500  5.581e-01
  0.2772    0.9000  5.693e-01
  0.2772    0.9500  5.392e-01
  0.2772    1.0000  5.269e-01
  0.2772    1.0500  5.591e-01
  0.2772    1.1000  5.689e-01
  0.2772    1.1500  5.576e-01
  0.2772    1.2000  5.998e-01
  0.2772    1.2500  6.416e-01
  0.2772    1.3000  6.191e-01
  0.2772    1.3500  5.755e-01
  0.2772    1.4000  6.769e-01
  0.2772    1.4500  6.277e-01
  0.2772    1.5000  6.503e-01
  0.2772    1.5500  7.002e-01
  0.2772    1.6000  7.360e-01
  0.2772    1.6500  7.898e-01
  0.2772    1.7000  8.512e-01
  0.2772    1.7500  9.282e-01
  0.2772    1.8000  9.924e-01
  0.2772    1.8500  1.016e+00
  0.2772    1.9000  1.441e+00
  0.2772    1.9500  1.598e+00
  0.2772    2.0000  1.959e+00
  0.2772    2.0500  2.505e+00
  0.2772    2.1000  3.433e+00
  0.2772    2.1500  5.040e+00
  0.2772    2.2000  8.283e+00
  0.2772    2.2500  1.613e+01
  0.2772    2.3000  3.837e+01
  0.2772    2.3500  6.540e+01
  0.2772    2.4000  6.507e+01
  0.2772    2.4500  4.126e+01
  0.2772    2.5000  1.940e+01
  0.2772    2.5500  1.088e+01
  0.2772    2.6000  7.149e+00
  0.2772    2.6500  5.314e+00
  0.2772    2.7000  4.188e+00
  0.2772    2.7500  3.294e+00
  0.2772    2.8000  2.710e+00
  0.2772    2.8500  2.032e+00
  0.2772    2.9000  1.628e+00
  0.2772    2.9500  1.563e+00
  0.2772    3.0000  1.513e+00
  0.2772    3.0500  1.453e+00
  0.2772    3.1000  1.414e+00
  0.2772    3.1500  1.371e+00
  0.2772    3.2000  1.376e+00
  0.2772    3.2500  1.278e+00
  0.2772    3.3000  1.113e+00
  0.2772    3.3500  1.046e+00
  0.2772    3.4000  1.078e+00
  0.2772    3.4500  1.118e+00
  0.2772    3.5000  1.153e+00
  0.2772    3.5500  1.187e+00
  0.2772    3.6000  1.180e+00
  0.2772    3.6500  1.122e+00
  0.2772    3.7000  9.866e-01
  0.2772    3.7500  9.044e-01
  0.2772    3.8000  7.974e-01
  0.2772    3.8500  6.377e-01
  0.2772    3.9000  5.601e-01
  0.2772    3.9500  5.541e-01
  0.2772    4.0000  5.233e-01
  0.2772    4.0500  5.180e-01
  0.2772    4.1000  5.371e-01
  0.2772    4.1500  5.727e-01
  0.2772    4.2000  5.925e-01
  0.2772    4.2500  6.159e-01
  0.2772    4.3000  6.180e-01
  0.2772    4.3500  6.487e-01
  0.2772    4.4000  6.518e-01
  0.2772    4.4500  6.787e-01
  0.2772    4.5000  6.848e-01
  0.2772    4.5500  6.983e-01
  0.2772    4.6000  7.116e-01
  0.2772    4.6500  7.170e-01
  0.2772    4.7000  7.514e-01
  0.2772    4.7500  7.883e-01
  0.2772    4.8000  8.443e-01
  0.2772    4.8500  8.366e-01
  0.2772    4.9000  7.851e-01
  0.2772    4.9500  7.266e-01
  0.2772    5.0000  0.000e+00

  0.2871    0.0000  5.492e-01
  0.2871    0.0500  5.321e-01
  0.2871    0.1000  5.156e-01
  0.2871    0.1500  5.397e-01
  0.2871    0.2000  5.090e-01
  0.2871    0.2500  5.365e-01
  0.2871    0.3000  5.399e-01
  0.2871    0.3500  5.235e-01
  0.2871    0.4000  5.448e-01
  0.2871    0.4500  5.604e-01
  0.2871    0.5000  5.122e-01
  0.2871    0.5500  5.005e-01
  0.2871    0.6000  5.661e-01
  0.2871    0.6500  5.229e-01
  0.2871    0.7000  5.224e-01
  0.2871    0.7500  5.755e-01
  0.2871    0.8000  5.653e-01
  0.2871    0.8500  4.982e-01
  0.2871    0.9000  5.340e-01
  0.2871    0.9500  5.411e-01
  0.2871    1.0000  5.507e-01
  0.2871    1.0500  5.817e-01
  0.2871    1.1000  5.620e-01
  0.2871    1.1500  5.574e-01
  0.2871    1.2000  5.982e-01
  0.2871    1.2500  6.045e-01
  0.2871    1.3000  5.617e-01
  0.2871    1.3500  5.829e-01
  0.2871    1.4000  5.926e-01
  0.2871    1.4500  5.943e-01
  0.2871    1.5000  6.139e-01
  0.2871    1.5500  6.909e-01
  0.2871    1.6000  6.776e-01
  0.2871    1.6500  7.233e-01
  0.2871    1.7000  7.624e-01
  0.2871    1.7500  8.086e-01
  0.2871    1.8000  8.197e-01
  0.2871    1.8500  8.963e-01
  0.2871    1.9000  9.572e-01
  0.2871    1.9500  9.549e-01
  0.2871    2.0000  1.263e+00
  0.2871    2.0500  1.627e+00
  0.2871    2.1000  1.871e+00
  0.2871    2.1500  2.354e+00
  0.2871    2.2000  3.100e+00
  0.2871    2.2500  4.363e+00
  0.2871    2.3000  6.725e+00
  0.2871    2.3500  1.206e+01
  0.2871    2.4000  2.613e+01
  0.2871    2.4500  5.661e+01
  0.2871    2.5000  6.220e+01
  0.2871    2.5500  5.511e+01
  0.2871    2.6000  2.750e+01
  0.2871    2.6500  1.425e+01
  0.2871    2.7000  8.740e+00
  0.2871    2.7500  6.173e+00
  0.2871    2.8000  4.815e+00
  0.2871    2.8500  3.733e+00
  0.2871    2.9000  3.105e+00
  0.2871    2.9500  2.334e+00
  0.2871    3.0000  1.794e+00
  0.2871    3.0500  1.668e+00
  0.2871    3.1000  1.583e+00
  0.2871    3.1500  1.509e+00
  0.2871    3.2000  1.465e+00
  0.2871    3.2500  1.408e+00
  0.2871    3.3000  1.409e+00
  0.2871    3.3500  1.300e+00
  0.2871    3.4000  1.155e+00
  0.2871    3.4500  1.107e+00
  0.2871    3.5000  1.114e+00
  0.2871    3.5500  1.127e+00
  0.2871    3.6000  1.153e+00
  0.2871    3.6500  1.192e+00
  0.2871    3.7000  1.139e+00
  0.2871    3.7500  1.131e+00
  0.2871    3.8000  1.078e+00
  0.2871    3.8500  9.973e-01
  0.2871    3.9000  8.200e-01
  0.2871    3.9500  6.227e-01
  0.2871    4.0000  4.656e-01
  0.2871    4.0500  4.381e-01
  0.2871    4.1000  4.924e-01
  0.2871    4.1500  5.317e-01
  0.2871    4.2000  5.899e-01
  0.2871    4.2500  6.067e-01
  0.2871    4.3000  6.131e-01
  0.2871    4.3500  6.348e-01
  0.2871    4.4000  6.342e-01
  0.2871    4.4500  6.541e-01
  0.2871    4.5000  6.840e-01
  0.2871    4.5500  6.696e-01
  0.2871    4.6000  6.830e-01
  0.2871    4.6500  7.178e-01
  0.2871    4.7000  7.146e-01
  0.2871    4.7500  7.367e-01
  0.2871    4.8000  7.515e-01
  0.2871    4.8500  7.870e-01
  0.2871    4.9000  8.187e-01
  0.2871    4.9500  8.606e-01
  0.2871    5.0000  0.000e+00

  0.2970    0.0000  5.518e-01
  0.2970    0.0500  5.337e-01
  0.2970    0.1000  5.443e-01
  0.2970    0.1500  4.863e-01
  0.2970    0.2000  5.368e-01
  0.2970    0.2500  5.327e-01
  0.2970    0.3000  5.278e-01
  0.2970    0.3500  5.592e-01
  0.2970    0.4000  4.863e-01
  0.2970    0.4500  5.107e-01
  0.2970    0.5000  5.094e-01
  0.2970    0.5500  5.422e-01
  0.2970    0.6000  5.514e-01
  0.2970    0.6500  5.540e-01
  0.2970    0.7000  5.612e-01
  0.2970    0.7500  4.959e-01
  0.2970    0.8000  5.015e-01
  0.2970    0.8500  5.218e-01
  0.2970    0.9000  5.540e-01
